Drugbank_id
DB00007
DB00014
DB00035
DB00067
DB00091
DB00116
DB00118
DB00120
DB00122
DB00126
DB00127
DB00130
DB00132
DB00134
DB00135
DB00136
DB00139
DB00140
DB00142
DB00145
DB00150
DB00152
DB00153
DB00155
DB00159
DB00162
DB00163
DB00165
DB00166
DB00168
DB00170
DB00173
DB00175
DB00176
DB00177
DB00178
DB00179
DB00180
DB00181
DB00182
DB00183
DB00184
DB00185
DB00186
DB00187
DB00188
DB00189
DB00190
DB00191
DB00193
DB00195
DB00197
DB00198
DB00199
DB00201
DB00202
DB00203
DB00204
DB00205
DB00206
DB00207
DB00208
DB00209
DB00210
DB00211
DB00212
DB00213
DB00214
DB00215
DB00216
DB00217
DB00218
DB00219
DB00221
DB00222
DB00223
DB00226
DB00227
DB00228
DB00230
DB00231
DB00232
DB00233
DB00234
DB00235
DB00237
DB00239
DB00240
DB00241
DB00242
DB00243
DB00244
DB00245
DB00246
DB00247
DB00248
DB00252
DB00253
DB00255
DB00257
DB00261
DB00262
DB00264
DB00266
DB00268
DB00269
DB00270
DB00273
DB00275
DB00276
DB00277
DB00278
DB00279
DB00280
DB00281
DB00282
DB00283
DB00285
DB00287
DB00288
DB00289
DB00292
DB00293
DB00294
DB00295
DB00296
DB00297
DB00298
DB00302
DB00304
DB00306
DB00307
DB00308
DB00309
DB00310
DB00311
DB00312
DB00313
DB00315
DB00316
DB00317
DB00318
DB00320
DB00321
DB00322
DB00323
DB00324
DB00327
DB00328
DB00331
DB00332
DB00333
DB00334
DB00335
DB00337
DB00338
DB00340
DB00341
DB00342
DB00343
DB00344
DB00346
DB00347
DB00349
DB00350
DB00351
DB00353
DB00354
DB00356
DB00357
DB00358
DB00360
DB00361
DB00363
DB00366
DB00367
DB00368
DB00370
DB00371
DB00372
DB00373
DB00374
DB00376
DB00377
DB00378
DB00379
DB00380
DB00381
DB00382
DB00383
DB00384
DB00385
DB00387
DB00388
DB00389
DB00391
DB00392
DB00393
DB00394
DB00395
DB00396
DB00397
DB00398
DB00399
DB00401
DB00402
DB00404
DB00405
DB00408
DB00409
DB00411
DB00412
DB00413
DB00414
DB00415
DB00416
DB00418
DB00420
DB00421
DB00422
DB00423
DB00424
DB00425
DB00427
DB00428
DB00429
DB00431
DB00432
DB00433
DB00434
DB00435
DB00436
DB00437
DB00439
DB00441
DB00443
DB00444
DB00445
DB00446
DB00448
DB00449
DB00450
DB00451
DB00452
DB00454
DB00455
DB00457
DB00458
DB00459
DB00461
DB00462
DB00463
DB00465
DB00467
DB00469
DB00470
DB00471
DB00472
DB00474
DB00475
DB00476
DB00477
DB00480
DB00481
DB00482
DB00483
DB00484
DB00486
DB00487
DB00489
DB00490
DB00491
DB00492
DB00493
DB00494
DB00495
DB00496
DB00497
DB00498
DB00499
DB00500
DB00501
DB00502
DB00503
DB00504
DB00505
DB00508
DB00511
DB00513
DB00514
DB00517
DB00518
DB00519
DB00521
DB00523
DB00524
DB00527
DB00528
DB00530
DB00531
DB00532
DB00533
DB00535
DB00536
DB00537
DB00539
DB00540
DB00541
DB00542
DB00543
DB00544
DB00545
DB00546
DB00547
DB00548
DB00549
DB00550
DB00551
DB00552
DB00554
DB00555
DB00557
DB00558
DB00559
DB00561
DB00562
DB00563
DB00564
DB00565
DB00568
DB00569
DB00570
DB00571
DB00572
DB00573
DB00574
DB00575
DB00579
DB00580
DB00583
DB00584
DB00585
DB00586
DB00588
DB00589
DB00590
DB00591
DB00592
DB00593
DB00594
DB00596
DB00598
DB00599
DB00600
DB00603
DB00604
DB00605
DB00606
DB00608
DB00610
DB00611
DB00612
DB00613
DB00615
DB00616
DB00617
DB00618
DB00619
DB00620
DB00621
DB00622
DB00623
DB00624
DB00626
DB00627
DB00628
DB00629
DB00630
DB00631
DB00633
DB00635
DB00636
DB00637
DB00640
DB00641
DB00642
DB00643
DB00644
DB00645
DB00647
DB00648
DB00651
DB00652
DB00653
DB00654
DB00655
DB00656
DB00657
DB00659
DB00661
DB00663
DB00665
DB00668
DB00669
DB00670
DB00672
DB00673
DB00674
DB00675
DB00677
DB00678
DB00679
DB00680
DB00682
DB00683
DB00685
DB00686
DB00687
DB00688
DB00690
DB00691
DB00692
DB00694
DB00695
DB00696
DB00697
DB00699
DB00700
DB00703
DB00704
DB00706
DB00708
DB00710
DB00711
DB00712
DB00714
DB00715
DB00716
DB00717
DB00719
DB00720
DB00721
DB00722
DB00723
DB00724
DB00725
DB00726
DB00727
DB00728
DB00731
DB00732
DB00733
DB00734
DB00736
DB00737
DB00740
DB00741
DB00744
DB00745
DB00746
DB00747
DB00748
DB00749
DB00750
DB00751
DB00752
DB00753
DB00754
DB00755
DB00758
DB00759
DB00762
DB00763
DB00764
DB00765
DB00767
DB00768
DB00769
DB00770
DB00771
DB00772
DB00773
DB00774
DB00775
DB00776
DB00777
DB00778
DB00780
DB00782
DB00783
DB00784
DB00788
DB00790
DB00792
DB00794
DB00795
DB00796
DB00797
DB00798
DB00799
DB00800
DB00801
DB00802
DB00804
DB00805
DB00806
DB00807
DB00808
DB00809
DB00810
DB00811
DB00812
DB00813
DB00814
DB00816
DB00818
DB00819
DB00820
DB00821
DB00822
DB00823
DB00825
DB00829
DB00830
DB00831
DB00834
DB00835
DB00836
DB00837
DB00838
DB00839
DB00841
DB00842
DB00843
DB00844
DB00845
DB00846
DB00847
DB00848
DB00849
DB00850
DB00851
DB00852
DB00854
DB00855
DB00857
DB00860
DB00861
DB00862
DB00863
DB00864
DB00865
DB00866
DB00867
DB00868
DB00869
DB00870
DB00871
DB00872
DB00875
DB00876
DB00880
DB00881
DB00882
DB00883
DB00884
DB00886
DB00887
DB00889
DB00890
DB00892
DB00894
DB00896
DB00897
DB00898
DB00899
DB00900
DB00901
DB00902
DB00903
DB00904
DB00905
DB00906
DB00907
DB00908
DB00909
DB00912
DB00913
DB00914
DB00915
DB00917
DB00918
DB00920
DB00921
DB00922
DB00924
DB00925
DB00926
DB00927
DB00928
DB00929
DB00933
DB00934
DB00935
DB00936
DB00937
DB00938
DB00939
DB00940
DB00941
DB00942
DB00944
DB00945
DB00946
DB00947
DB00949
DB00950
DB00951
DB00952
DB00953
DB00956
DB00957
DB00959
DB00960
DB00961
DB00962
DB00963
DB00964
DB00966
DB00967
DB00968
DB00969
DB00970
DB00972
DB00973
DB00975
DB00977
DB00978
DB00979
DB00980
DB00981
DB00982
DB00983
DB00984
DB00985
DB00986
DB00987
DB00988
DB00989
DB00990
DB00991
DB00993
DB00996
DB00997
DB00998
DB00999
DB01001
DB01002
DB01003
DB01005
DB01006
DB01007
DB01009
DB01010
DB01011
DB01012
DB01013
DB01014
DB01016
DB01017
DB01018
DB01019
DB01020
DB01021
DB01022
DB01023
DB01024
DB01026
DB01028
DB01029
DB01030
DB01032
DB01033
DB01034
DB01035
DB01036
DB01037
DB01038
DB01039
DB01041
DB01043
DB01045
DB01047
DB01048
DB01050
DB01053
DB01054
DB01056
DB01057
DB01059
DB01062
DB01063
DB01064
DB01065
DB01067
DB01068
DB01069
DB01071
DB01073
DB01074
DB01075
DB01076
DB01077
DB01079
DB01080
DB01081
DB01082
DB01083
DB01084
DB01085
DB01086
DB01087
DB01088
DB01089
DB01090
DB01092
DB01093
DB01094
DB01095
DB01097
DB01098
DB01099
DB01100
DB01101
DB01102
DB01103
DB01104
DB01105
DB01106
DB01107
DB01108
DB01110
