,AUC,AUPR,ACC,MCC,F1
0,0.9236,0.9201,0.8533,0.7069,0.8557
1,0.9255,0.9227,0.8538,0.7081,0.8567
2,0.9293,0.9301,0.861,0.7223,0.8593
3,0.9253,0.9285,0.8518,0.7036,0.8523
4,0.9247,0.9294,0.8433,0.687,0.8461
