,AUC,AUPR,ACC,MCC,F1
0,0.9303,0.8126,0.8974,0.6652,0.7283
1,0.9297,0.8098,0.8985,0.6638,0.7251
2,0.9336,0.8114,0.9009,0.671,0.7306
3,0.9292,0.8086,0.9001,0.6636,0.7218
4,0.9296,0.8124,0.8999,0.6688,0.7294
