,AUC,AUPR,ACC,MCC,F1
0,0.8785,0.7642,0.8262,0.5475,0.65
1,0.8825,0.7896,0.84,0.5825,0.6648
2,0.881,0.7826,0.8393,0.5831,0.6761
3,0.8864,0.7851,0.8362,0.5778,0.6793
4,0.8788,0.7795,0.8359,0.5736,0.6688
