,AUC,AUPR,ACC,MCC,F1
0,0.7049,0.9,0.665,0.2373,0.7652
1,0.701,0.9017,0.6449,0.2302,0.7458
2,0.689,0.8971,0.6584,0.2087,0.7619
3,0.6867,0.8972,0.6417,0.2175,0.7441
4,0.6996,0.9035,0.6456,0.2313,0.7464
