,AUC,AUPR,ACC,MCC,F1
0,0.6011,0.5519,0.6194,0.1736,0.3755
1,0.5334,0.4519,0.5672,-0.0065,0.1471
2,0.5297,0.4484,0.5821,0.0785,0.3171
3,0.5403,0.4662,0.5597,0.0616,0.3959
4,0.593,0.5143,0.6219,0.1933,0.4648
