,AUC,AUPR,ACC,MCC,F1
0,0.8791,0.8744,0.8094,0.6189,0.8022
1,0.882,0.8833,0.8068,0.6141,0.7976
2,0.8805,0.8695,0.7936,0.5872,0.7909
3,0.8753,0.8723,0.8009,0.6016,0.7949
4,0.8823,0.8751,0.7998,0.5999,0.7986
