,AUC,AUPR,ACC,MCC,F1
0,0.8737,0.8985,0.7923,0.5794,0.8153
1,0.8741,0.8969,0.8,0.5973,0.8159
2,0.8848,0.8979,0.7989,0.6043,0.8049
3,0.8778,0.903,0.793,0.5808,0.8157
4,0.8666,0.8784,0.7907,0.5873,0.7973
