,AUC,AUPR,ACC,MCC,F1
0,0.9149,0.9164,0.828,0.6612,0.8382
1,0.918,0.9236,0.8378,0.6776,0.8439
2,0.9086,0.9018,0.8375,0.6756,0.834
3,0.9201,0.9204,0.8598,0.7197,0.8587
4,0.9202,0.9213,0.8523,0.7047,0.8509
