,AUC,AUPR,ACC,MCC,F1
0,0.9363,0.8241,0.9039,0.6737,0.7277
1,0.9377,0.8288,0.9057,0.6753,0.7233
2,0.9391,0.8304,0.9079,0.6874,0.7388
3,0.9405,0.8365,0.9067,0.6819,0.7329
4,0.9357,0.823,0.9039,0.6753,0.7304
