,AUC,AUPR,ACC,MCC,F1
0,0.9164,0.8336,0.8599,0.647,0.7412
1,0.9212,0.8512,0.8689,0.6717,0.7611
2,0.9219,0.8469,0.8667,0.6603,0.7453
3,0.9187,0.8481,0.862,0.6605,0.7568
4,0.9177,0.8373,0.8589,0.6526,0.7509
