,AUC,AUPR,ACC,MCC,F1
0,0.5323,0.4431,0.5697,0.0314,0.2445
1,0.5177,0.4284,0.5498,-0.0193,0.2232
2,0.568,0.4689,0.5945,0.1108,0.3401
3,0.5934,0.5024,0.5995,0.1081,0.2297
4,0.526,0.4273,0.5672,0.0147,0.2091
