,AUC,AUPR,ACC,MCC,F1
0,0.9184,0.7695,0.8877,0.6068,0.6614
1,0.9207,0.7877,0.895,0.6437,0.7037
2,0.9169,0.7678,0.8894,0.6137,0.6682
3,0.9147,0.7715,0.8904,0.6197,0.6763
4,0.9088,0.7624,0.8888,0.6099,0.6626
