,AUC,AUPR,ACC,MCC,F1
0,0.731,0.9156,0.682,0.2763,0.7778
1,0.74,0.9194,0.6505,0.2863,0.7446
2,0.728,0.9107,0.6585,0.2701,0.7549
3,0.7455,0.9183,0.67,0.2925,0.7641
4,0.7269,0.913,0.6653,0.2665,0.7623
