,AUC,AUPR,ACC,MCC,F1
0,0.8882,0.8912,0.8213,0.6433,0.8125
1,0.874,0.8741,0.8022,0.6049,0.7924
2,0.88,0.8901,0.8136,0.6274,0.8056
3,0.8866,0.8954,0.819,0.6386,0.8103
4,0.8839,0.8885,0.8193,0.6386,0.8127
