,AUC,AUPR,ACC,MCC,F1
0,0.8123,0.2327,0.7891,0.2637,0.2706
1,0.8097,0.2267,0.7321,0.2311,0.2352
2,0.8278,0.2465,0.778,0.2809,0.2771
3,0.8595,0.3668,0.8051,0.2947,0.2956
4,0.8331,0.2824,0.8298,0.2988,0.3085
