,AUC,AUPR,ACC,MCC,F1
0,0.5891,0.6849,0.56,0.0646,0.6537
1,0.651,0.7349,0.601,0.1425,0.7002
2,0.6464,0.7208,0.5987,0.1312,0.7054
3,0.6473,0.7289,0.5943,0.1221,0.7002
4,0.6579,0.747,0.6008,0.146,0.6951
