,AUC,AUPR,ACC,MCC,F1
0,0.7323,0.9096,0.7408,0.2805,0.8316
1,0.7329,0.9094,0.7331,0.2829,0.8247
2,0.7317,0.909,0.736,0.2754,0.8278
3,0.7304,0.9083,0.7387,0.2761,0.8301
4,0.725,0.9069,0.7209,0.2693,0.8149
