,AUC,AUPR,ACC,MCC,F1
0,0.8882,0.9082,0.8128,0.6268,0.8229
1,0.8834,0.904,0.8037,0.6141,0.8094
2,0.8843,0.9084,0.8007,0.6091,0.8057
3,0.8693,0.8945,0.7884,0.5858,0.7926
4,0.8706,0.8979,0.7923,0.5942,0.7959
