,AUC,AUPR,ACC,MCC,F1
0,0.8474,0.857,0.7758,0.564,0.7424
1,0.8791,0.8831,0.796,0.5985,0.7737
2,0.8708,0.8794,0.7985,0.5979,0.7874
3,0.889,0.8923,0.8022,0.6102,0.7818
4,0.8727,0.8763,0.7923,0.5929,0.7674
