,AUC,AUPR,ACC,MCC,F1
0,0.7835,0.2035,0.7258,0.2221,0.2288
1,0.7926,0.1816,0.798,0.2164,0.2432
2,0.7858,0.2056,0.7742,0.2205,0.2397
3,0.8291,0.2439,0.8055,0.2925,0.2943
4,0.7453,0.1487,0.7859,0.1744,0.2127
