Uniprot_id
P28702
P28845
P29274
P29275
P29317
P29320
P29322
P29323
P29375
P29376
P29466
P29474
P29475
P29597
P30085
P30086
P30281
P30291
P30518
P30530
P30542
P30559
P30872
P30874
P30926
P31153
P31391
P31639
P31644
P31645
P31749
P31751
P31939
P32245
P32246
P32297
P32298
P32320
P33176
P33261
P33981
P34903
P34913
P34969
P34972
P34995
P35030
P35218
P35228
P35346
P35348
P35354
P35367
P35368
P35372
P35408
P35414
P35462
P35498
P35499
P35626
P35913
P35916
P35968
P36507
P36544
P36639
P36888
P36894
P36896
P36897
P37023
P37058
P37173
P37231
P37288
P38117
P39086
P39900
P40306
P40313
P40763
P41143
P41240
P41250
P41279
P41594
P41595
P41597
P41743
P42224
P42261
P42262
P42263
P42330
P42336
P42338
P42345
P42356
P42574
P42679
P42680
P42681
P42684
P42685
P42785
P42892
P43088
P43115
P43116
P43119
P43166
P43235
P43403
P43405
P43490
P43681
P43686
P45452
P45983
P45984
P45985
P46098
P46734
P47869
P47870
P47898
P47901
P47989
P48039
P48058
P48169
P48443
P48729
P48730
P48736
P48775
P49116
P49137
P49146
P49286
P49354
P49356
P49585
P49589
P49662
P49674
P49720
P49721
P49759
P49760
P49761
P49768
P49798
P49802
P49810
P49840
P49841
P49862
P50281
P50406
P50579
P50613
P50750
P51449
P51451
P51531
P51589
P51617
P51677
P51679
P51684
P51812
P51813
P51817
P51946
P51948
P51955
P52333
P52564
P52732
P52895
P53350
P53355
P53582
P53634
P53667
P53671
P53778
P54289
P54619
P54646
P54750
P54753
P54756
P54760
P54762
P54764
P55055
P55201
P55210
P55211
P55212
P55263
P56524
P56817
P59538
P59540
P60900
P61158
P61160
P67870
P68363
P68366
P68371
P68400
P78334
P78362
P78368
P78396
P78527
P78536
P80365
P98170
Q00526
Q00534
Q00535
Q00536
Q00537
Q00653
Q00975
Q00987
Q01064
Q01118
Q01469
Q01668
Q01726
Q01959
Q02127
Q02156
Q02641
Q02750
Q02763
Q02880
Q03181
Q04206
Q04759
Q04760
Q04771
Q04828
Q04844
Q04912
Q05397
Q05469
Q05513
Q05586
Q05655
Q06124
Q06187
Q06278
Q06418
Q07343
Q07699
Q07817
Q07820
Q07869
Q07912
Q08345
Q08493
Q08499
Q08881
Q09428
Q09472
Q10469
Q12809
Q12851
Q12866
Q12879
Q12884
Q13002
Q13003
Q13043
Q13085
Q13093
Q13131
Q13133
Q13153
Q13164
Q13177
Q13188
Q13224
Q13231
Q13233
Q13237
Q13255
Q13258
Q13315
Q13370
Q13418
Q13464
Q13509
Q13535
Q13546
Q13547
Q13554
Q13555
Q13557
Q13627
Q13698
Q13705
Q13873
Q13882
Q13885
Q13936
Q13946
Q13956
Q13976
Q14004
Q14012
Q14123
Q14145
Q14164
Q14289
Q14393
Q14416
Q14432
Q14524
Q14654
Q14680
Q14790
Q14832
Q14833
Q14957
Q15046
Q15059
Q15067
Q15078
Q15118
Q15120
Q15125
Q15131
Q15139
Q15208
Q15303
Q15349
Q15375
Q15418
Q15569
Q15661
Q15746
Q15750
Q15759
Q15761
Q15822
Q15831
Q15835
Q15858
Q15910
Q16099
Q16236
Q16288
Q16445
Q16478
Q16512
Q16513
Q16526
Q16539
Q16584
Q16611
Q16620
Q16644
Q16665
Q16678
Q16762
Q16790
Q16832
Q16850
Q2M2I8
Q32MK0
Q3ZCM7
Q5NUL3
Q5S007
Q5VT25
Q6GPI1
Q6P5Z2
Q6P988
Q6PEY2
Q6PHR2
Q6PL18
Q6V1X1
Q71U36
Q7KZI7
Q7L7X3
Q7Z2W7
Q86SK9
Q86TI2
Q86UE8
Q86X55
Q86XP3
Q86Z02
Q8IU85
Q8IVH8
Q8IW41
Q8IXJ6
Q8IYD1
Q8N1C3
Q8N4C8
Q8NEB9
Q8NER1
Q8NI60
Q8TBX8
Q8TCU5
Q8TD08
Q8TD19
Q8TDU6
Q8TDX7
Q8TEK3
Q8TF76
Q8WTQ7
Q8WUI4
Q8WW43
Q8WWL7
Q92499
Q92542
Q92630
Q92633
Q92731
Q92753
Q92769
Q92793
Q92820
Q92830
Q92831
Q92843
Q92847
Q92918
Q92934
Q969S8
Q969V1
Q96BI3
Q96BR1
Q96D31
Q96DB2
Q96EB6
Q96GD4
Q96JM7
Q96KQ7
Q96KS0
Q96L34
Q96LA8
Q96LD8
Q96PD7
Q96PF2
Q96RI1
Q96RR4
Q96S37
Q96S44
Q96SB4
Q96SW2
Q96T53
Q99250
Q99436
Q99500
Q99558
Q99572
Q99640
Q99683
Q99685
Q99705
Q99720
Q99759
Q99814
Q99928
Q9BQE3
Q9BUB5
Q9BUF5
Q9BVA1
Q9BXA7
Q9BXF3
Q9BY41
Q9BYF1
Q9BZE4
Q9BZJ3
Q9BZL6
Q9BZP6
Q9GZT9
Q9H0K1
Q9H1R3
Q9H228
Q9H244
Q9H255
Q9H2G2
Q9H2K2
Q9H2K8
Q9H2X6
Q9H3R0
Q9H3Y6
Q9H422
Q9H4B4
Q9H4B7
Q9H6Z9
Q9H773
Q9H8M2
Q9H9B1
Q9HAZ1
Q9HBA0
Q9HBW0
Q9HBY8
Q9HC98
Q9HCN6
Q9HCP0
Q9HCR9
Q9NPC2
Q9NQS7
Q9NQU5
Q9NR21
Q9NR22
Q9NR96
Q9NR97
Q9NRM7
Q9NSD9
Q9NSE4
Q9NSY1
Q9NTG7
Q9NTK5
Q9NUW8
Q9NWZ3
Q9NY46
Q9NYK1
Q9NYL2
Q9NYV4
Q9NYY3
Q9NZ08
Q9NZ42
Q9NZJ5
Q9NZQ7
Q9P0L2
Q9P0X4
Q9P1W9
Q9P286
Q9P289
Q9P2R7
Q9UBE8
Q9UBF8
Q9UBL9
Q9UBN7
Q9UBX1
Q9UBY5
Q9UGI9
Q9UGJ0
Q9UGL1
Q9UGN5
Q9UHD2
Q9UHD8
Q9UI33
Q9UK32
Q9UKE5
Q9UKK3
Q9UKV0
Q9UL54
Q9ULC5
Q9UM73
Q9UN88
Q9UNQ0
Q9UPE1
Q9UPZ9
Q9UQB9
Q9UQD0
Q9UQL6
Q9UQM7
Q9Y210
Q9Y233
Q9Y2D0
Q9Y2K2
Q9Y2K7
Q9Y2T6
Q9Y2U5
Q9Y337
Q9Y463
Q9Y468
Q9Y478
Q9Y4D2
Q9Y4K4
Q9Y572
Q9Y5N1
Q9Y5S2
Q9Y5Y4
Q9Y5Y6
Q9Y5Y9
Q9Y5Z0
Q9Y616
Q9Y618
Q9Y6E0
Q9Y6F1
Q9Y6L6
Q9Y6M4
Q9Y6R4
