,AUC,AUPR,ACC,MCC,F1
0,0.502,0.594,0.4729,0.0134,0.3963
1,0.5281,0.6134,0.4968,0.0522,0.4464
2,0.5135,0.5946,0.4778,0.0287,0.3943
3,0.51,0.5902,0.4859,0.0319,0.429
4,0.5095,0.6021,0.479,0.0324,0.3942
