,AUC,AUPR,ACC,MCC,F1
0,0.8707,0.8764,0.8112,0.6236,0.8054
1,0.8812,0.8909,0.8147,0.6297,0.8171
2,0.8789,0.8927,0.8147,0.6295,0.814
3,0.8904,0.8993,0.8217,0.6435,0.8225
4,0.8714,0.8893,0.8115,0.6232,0.8087
