,AUC,AUPR,ACC,MCC,F1
0,0.4899,0.4304,0.5896,0.0646,0.1361
1,0.501,0.4166,0.5697,0.0037,0.1561
2,0.487,0.4043,0.5498,-0.0569,0.134
3,0.5759,0.4852,0.5846,0.0647,0.2304
4,0.4961,0.4244,0.5796,0.0458,0.2066
