,AUC,AUPR,ACC,MCC,F1
0,0.9285,0.8098,0.9024,0.6761,0.7349
1,0.9263,0.8057,0.9003,0.6685,0.7285
2,0.9307,0.8177,0.9044,0.6809,0.7376
3,0.931,0.8149,0.9054,0.685,0.7415
4,0.9272,0.812,0.9032,0.6761,0.7334
