,AUC,AUPR,ACC,MCC,F1
0,0.8108,0.9413,0.7374,0.3851,0.8198
1,0.8094,0.9413,0.7281,0.3763,0.8119
2,0.8085,0.9407,0.7433,0.3833,0.8253
3,0.8117,0.9417,0.7372,0.3876,0.8194
4,0.8055,0.9397,0.7262,0.3736,0.8104
