,AUC,AUPR,ACC,MCC,F1
0,0.9553,0.8743,0.9207,0.7333,0.7785
1,0.9536,0.8716,0.9212,0.7341,0.7782
2,0.957,0.8778,0.9223,0.7384,0.7824
3,0.957,0.876,0.922,0.7368,0.7804
4,0.9545,0.8736,0.9201,0.7306,0.7757
