,0,1,2,3,4,5
0,0.9328,0.9405,0.9335,0.9291,0.9345,0.9064
1,0.932,0.9395,0.9331,0.9293,0.9362,0.9054
2,0.9449,0.9486,0.9444,0.9353,0.944,0.9169
3,0.9407,0.9465,0.9417,0.9353,0.9437,0.9144
4,0.9289,0.9322,0.9285,0.9296,0.9338,0.9064
