,AUC,AUPR,ACC,MCC,F1
0,0.842,0.8711,0.7624,0.538,0.7632
1,0.8394,0.8609,0.7622,0.5378,0.7628
2,0.8369,0.8633,0.7558,0.5225,0.7585
3,0.8554,0.8884,0.7747,0.5523,0.7847
4,0.8226,0.8537,0.7346,0.4813,0.7361
