,AUC,AUPR,ACC,MCC,F1
0,0.5488,0.6422,0.5205,0.0801,0.5044
1,0.5877,0.6732,0.5497,0.1376,0.5386
2,0.5889,0.6733,0.5455,0.1203,0.5449
3,0.5818,0.6741,0.5477,0.1203,0.5524
4,0.5656,0.6546,0.5343,0.0979,0.5329
