,AUC,AUPR,ACC,MCC,F1
0,0.8154,0.2586,0.8997,0.2738,0.3173
1,0.8459,0.2818,0.8915,0.2716,0.3134
2,0.8379,0.2417,0.8957,0.2705,0.3135
3,0.8566,0.3163,0.8886,0.3457,0.3718
4,0.8176,0.241,0.8651,0.2905,0.3184
