,AUC,AUPR,ACC,MCC,F1
0,0.7356,0.9139,0.6735,0.2763,0.7693
1,0.7485,0.9181,0.6917,0.2966,0.785
2,0.7437,0.9158,0.6866,0.2874,0.7811
3,0.7428,0.9155,0.6881,0.29,0.7822
4,0.7471,0.9186,0.6926,0.2931,0.7863
