,AUC,AUPR,ACC,MCC,F1
0,0.8707,0.8805,0.7949,0.5961,0.7731
1,0.8778,0.8895,0.8032,0.6074,0.7919
2,0.875,0.8771,0.7985,0.6023,0.7786
3,0.8878,0.8918,0.8118,0.6267,0.7966
4,0.8884,0.8915,0.8045,0.6118,0.7893
