,AUC,AUPR,ACC,MCC,F1
0,0.7507,0.9178,0.6972,0.303,0.7897
1,0.697,0.8961,0.5468,0.2127,0.6364
2,0.7283,0.9087,0.6592,0.2679,0.7559
3,0.725,0.9097,0.6671,0.2659,0.7641
4,0.7157,0.9062,0.7242,0.2502,0.8194
