,AUC,AUPR,ACC,MCC,F1
0,0.8967,0.8955,0.8343,0.6685,0.8292
1,0.8697,0.8697,0.7962,0.5954,0.7799
2,0.8775,0.8823,0.8123,0.6251,0.803
3,0.8711,0.8661,0.8011,0.6029,0.7908
4,0.8771,0.8799,0.8068,0.615,0.7951
