,AUC,AUPR,ACC,MCC,F1
0,0.6968,0.7409,0.6255,0.3,0.5788
1,0.7207,0.7684,0.6376,0.3297,0.5886
2,0.7321,0.7683,0.6206,0.3242,0.5377
3,0.7245,0.7675,0.6298,0.3219,0.5705
4,0.7244,0.7539,0.6294,0.3084,0.5831
