,AUC,AUPR,ACC,MCC,F1
0,0.9046,0.8115,0.8461,0.6122,0.7163
1,0.9167,0.837,0.8619,0.6468,0.7317
2,0.9174,0.8376,0.8619,0.6497,0.7402
3,0.9203,0.8485,0.8643,0.6595,0.7519
4,0.9066,0.8207,0.8516,0.6241,0.7224
