,AUC,AUPR,ACC,MCC,F1
0,0.9241,0.807,0.9025,0.6656,0.7177
1,0.9195,0.7978,0.8987,0.6615,0.7217
2,0.9269,0.8029,0.9018,0.6632,0.7156
3,0.9245,0.8046,0.9008,0.6573,0.7074
4,0.9228,0.8017,0.8992,0.6602,0.7188
