,Uniprot_id,DrugBank_id,Affinity
0,P00742,DB01593,-1.24
0,P00742,DB14533,-1.068
0,P00742,DB00945,-6.163
0,P00742,DB13729,-9.267
0,P00742,DB14487,-1.24
0,P00742,DB04786,-9.075
0,P00742,DB00170,-6.578
0,P00742,DB00313,-4.79
0,P00742,DB12695,-5.651
0,P00742,DB12831,-6.747
