,Uniprot_id,DrugBank_id,Affinity
0,P40261,DB00945,-6.693
0,P40261,DB12695,-6.293
0,P40261,DB04216,-8.815
0,P40261,DB00142,-5.334
0,P40261,DB00145,-3.809
0,P40261,DB01645,-8.696
0,P40261,DB02709,-8.174
0,P40261,DB01593,-1.463
0,P40261,DB14533,-1.095
0,P40261,DB02587,-6.685
