,Uniprot_id,DrugBank_id,Affinity,Mean_5_poses
0,P53350,DB08059,-8.576,-8.266000000000002
0,P53350,DB12010,-8.842,-8.681999999999999
0,P53350,DB12062,-9.875,-9.468399999999999
