,Uniprot_id,DrugBank_id,Affinity
0,P00742,DB00569,-5.115
0,P00742,DB06228,-9.583
0,P00742,DB06605,-11.04
0,P00742,DB06635,-10.35
0,P00742,DB09075,-9.034
0,P00742,DB12364,-9.628
0,P00742,DB12598,-10.31
