,Uniprot_id,DrugBank_id,Affinity
0,Q00534,DB00264,-6.588
0,Q00534,DB00312,-6.598
0,Q00534,DB01483,-5.865
0,Q00534,DB01295,-7.825
0,Q00534,DB00418,-7.069
0,Q00534,DB00940,-8.113
0,Q00534,DB00187,-6.686
0,Q00534,DB12163,-7.679
0,Q00534,DB00612,-7.055
0,Q00534,DB01182,-8.056
