,Uniprot_id,DrugBank_id,Affinity
0,P37231,DB04557,-6.005
0,P37231,DB01241,-5.864
0,P37231,DB07477,-6.676
0,P37231,DB04725,-7.549
0,P37231,DB04519,-5.16
0,P37231,DB06732,-8.366
0,P37231,DB14050,-6.891
0,P37231,DB00255,-6.615
0,P37231,DB06266,-7.511
0,P37231,DB04855,-6.67
