,Uniprot_id,DrugBank_id,Affinity
0,P07949,DB14754,-7.072
0,P07949,DB00938,-7.334
0,P07949,DB00221,-6.695
0,P07949,DB01580,-6.872
0,P07949,DB00287,-8.551
0,P07949,DB00341,-7.329
0,P07949,DB00979,-6.826
0,P07949,DB06282,-7.577
0,P07949,DB00860,-8.34
0,P07949,DB00383,-8.457
