,Uniprot_id,DrugBank_id,Affinity
0,P00742,DB00635,-7.455
0,P00742,DB08960,-4.33
0,P00742,DB01580,-6.005
0,P00742,DB06678,-8.218
0,P00742,DB00942,-7.693
0,P00742,DB00546,-8.549
0,P00742,DB06787,-7.638
0,P00742,DB00383,-7.84
0,P00742,DB00986,-7.302
0,P00742,DB00505,-6.849
