,Uniprot_id,DrugBank_id,Affinity
0,P40261,DB04843,-9.125
0,P40261,DB06702,-8.97
0,P40261,DB01071,-10.12
0,P40261,DB09351,-7.386
0,P40261,DB00708,-8.888
0,P40261,DB00810,-9.189
0,P40261,DB01359,-8.335
0,P40261,DB00195,-7.341
0,P40261,DB01580,-7.025
0,P40261,DB01062,-8.013
