,Uniprot_id,DrugBank_id,Affinity
0,P35968,DB00187,-7.729
0,P35968,DB01231,-7.728
0,P35968,DB14631,-8.533
0,P35968,DB00383,-7.78
0,P35968,DB00896,-8.494
0,P35968,DB00333,-6.282
0,P35968,DB00219,-6.936
0,P35968,DB00283,-7.973
0,P35968,DB04630,-7.852
0,P35968,DB04652,-8.398
