,Uniprot_id,DrugBank_id,Affinity
0,P35968,DB06616,-7.615
0,P35968,DB00619,-11.83
0,P35968,DB12267,-8.323
0,P35968,DB11986,-11.14
0,P35968,DB01254,-8.811
0,P35968,DB15685,-8.968
0,P35968,DB11828,-8.685
0,P35968,DB12062,-9.044
0,P35968,DB15102,-7.392
0,P35968,DB11763,-9.382
