,Uniprot_id,DrugBank_id,Affinity
0,Q04912,DB00283,-7.118
0,Q04912,DB00454,-5.329
0,Q04912,DB00771,-7.092
0,Q04912,DB11642,-6.22
0,Q04912,DB01625,-6.312
0,Q04912,DB00376,-6.568
0,Q04912,DB00986,-6.768
0,Q04912,DB00942,-6.681
0,Q04912,DB04843,-7.094
0,Q04912,DB00505,-6.19
