,Uniprot_id,DrugBank_id,Affinity
0,O14936,DB00945,-6.383
0,O14936,DB02587,-7.557
0,O14936,DB04216,-8.487
0,O14936,DB12695,-6.276
0,O14936,DB01017,-8.542
0,O14936,DB11718,-8.972
0,O14936,DB01254,-9.223
0,O14936,DB09096,-8.194
0,O14936,DB01645,-8.837
0,O14936,DB08846,-9.221
