,Uniprot_id,DrugBank_id,Affinity
0,O75469,DB00725,-1.235
0,O75469,DB01421,-8.525
0,O75469,DB00747,-8.304
0,O75469,DB00452,-8.066
0,O75469,DB01580,-6.869
0,O75469,DB00332,-8.591
0,O75469,DB03615,-7.85
0,O75469,DB11181,-8.012
0,O75469,DB09300,-8.765
0,O75469,DB00424,-8.974
