,Uniprot_id,DrugBank_id,Affinity
0,P29317,DB06616,-9.068
0,P29317,DB11718,-9.269
0,P29317,DB00398,-10.57
0,P29317,DB08901,-11.13
0,P29317,DB11973,-10.23
0,P29317,DB15822,-10.0
0,P29317,DB00619,-10.18
0,P29317,DB09078,-9.871
0,P29317,DB11828,-8.824
0,P29317,DB12001,-10.14
