,Uniprot_id,DrugBank_id,Affinity
0,Q04912,DB01254,-8.299
0,Q04912,DB06616,-6.947
0,Q04912,DB11973,-8.824
0,Q04912,DB12141,-8.04
0,Q04912,DB12267,-9.457
0,Q04912,DB15822,-8.637
0,Q04912,DB11718,-7.848
0,Q04912,DB12062,-8.39
0,Q04912,DB09078,-8.117
0,Q04912,DB06589,-8.876
