,Uniprot_id,DrugBank_id,Affinity
0,O43614,DB12141,-8.607
0,O43614,DB04855,-7.977
0,O43614,DB04209,-7.717
0,O43614,DB00321,-6.085
0,O43614,DB06684,-9.498
0,O43614,DB11273,-11.12
0,O43614,DB13345,-11.42
0,O43614,DB11275,-10.61
0,O43614,DB11274,-10.75
0,O43614,DB00696,-11.4
