,Uniprot_id,DrugBank_id,Affinity
0,O75469,DB00197,-10.78
0,O75469,DB14011,-8.396
0,O75469,DB04540,-9.056
0,O75469,DB09061,-8.832
0,O75469,DB00412,-9.612
0,O75469,DB00926,-8.308
0,O75469,DB06732,-10.51
0,O75469,DB11994,-8.839
0,O75469,DB01428,-8.23
0,O75469,DB01436,-9.639
