,Uniprot_id,DrugBank_id,Affinity
0,O00444,DB09194,-8.323
0,O00444,DB08819,-8.718
0,O00444,DB00287,-8.512
0,O00444,DB01062,-8.087
0,O00444,DB05152,-6.163
0,O00444,DB04843,-9.646
0,O00444,DB00383,-8.434
0,O00444,DB00863,-6.19
0,O00444,DB01580,-6.48
0,O00444,DB09300,-7.527
