,Uniprot_id,DrugBank_id,Affinity
0,O14936,DB00838,-9.013
0,O14936,DB01384,-8.842
0,O14936,DB11591,-8.574
0,O14936,DB00896,-8.363
0,O14936,DB00287,-8.542
0,O14936,DB00547,-9.155
0,O14936,DB09389,-8.072
0,O14936,DB09095,-9.655
0,O14936,DB00294,-8.627
0,O14936,DB14541,-9.7
