,AUC,AUPR,ACC,MCC,F1
0,0.7337,0.9116,0.6919,0.2803,0.7869
1,0.7358,0.9129,0.7257,0.2807,0.8182
2,0.7353,0.9126,0.7161,0.273,0.8103
3,0.7415,0.9127,0.7108,0.2937,0.8035
4,0.7362,0.9106,0.7105,0.2878,0.8037
