,AUC,AUPR,ACC,MCC,F1
0,0.9031,0.9238,0.8246,0.6522,0.8326
1,0.8953,0.9216,0.8148,0.6329,0.8229
2,0.8923,0.9203,0.8107,0.6278,0.8164
3,0.8974,0.9203,0.8189,0.6423,0.8259
4,0.8943,0.9166,0.8269,0.6533,0.8381
