,AUC,AUPR,ACC,MCC,F1
0,0.8741,0.8884,0.7982,0.6046,0.7748
1,0.8747,0.8861,0.7863,0.5808,0.7607
2,0.8612,0.8799,0.7946,0.5998,0.7676
3,0.8906,0.8948,0.8177,0.6383,0.804
4,0.8787,0.8873,0.7995,0.604,0.7805
