From src:'1'	To src:'2'
CHEMBL2111164	DB13719
CHEMBL303041	DB02295
CHEMBL510038	DB15624
CHEMBL2147475	DB14787
CHEMBL1230674	DB02489
CHEMBL1349073	DB13333
CHEMBL108	DB00564
CHEMBL926	DB00841
CHEMBL444	DB01483
CHEMBL1750	DB00631
CHEMBL2110641	DB13779
CHEMBL51483	DB13044
CHEMBL51483	DB17379
CHEMBL286497	DB08631
CHEMBL175970	DB02461
CHEMBL1200617	DB00896
CHEMBL253359	DB08205
CHEMBL1616433	DB01605
CHEMBL394875	DB02216
CHEMBL308745	DB02727
CHEMBL116336	DB15906
CHEMBL1697766	DB12710
CHEMBL46778	DB03559
CHEMBL94007	DB13190
CHEMBL4297495	DB15244
CHEMBL529	DB00207
CHEMBL2311157	DB15360
CHEMBL1615993	DB16172
CHEMBL2181929	DB15024
CHEMBL148169	DB07145
CHEMBL91	DB01110
CHEMBL1451179	DB13826
CHEMBL239243	DB01956
CHEMBL121790	DB04480
CHEMBL2105894	DB13977
CHEMBL549	DB00215
CHEMBL458876	DB06619
CHEMBL1093423	DB12214
CHEMBL549340	DB08787
CHEMBL2219418	DB09049
CHEMBL348475	DB06240
CHEMBL8	DB00537
CHEMBL1094966	DB01291
CHEMBL1096885	DB00385
CHEMBL1201251	DB01102
CHEMBL23330	DB04253
CHEMBL282199	DB13988
CHEMBL3137304	DB14676
CHEMBL2043025	DB11822
CHEMBL3545157	DB12129
CHEMBL444929	DB06461
CHEMBL303934	DB03331
CHEMBL1207745	DB05229
CHEMBL436784	DB08089
CHEMBL3937907	DB16073
CHEMBL492514	DB06978
CHEMBL214321	DB17283
CHEMBL1101	DB00810
CHEMBL1530581	DB14202
CHEMBL1215331	DB11814
CHEMBL3707389	DB13396
CHEMBL1761322	DB15209
CHEMBL65730	DB02139
CHEMBL51149	DB12923
CHEMBL1230379	DB07160
CHEMBL1233097	DB03337
CHEMBL190729	DB08682
CHEMBL42632	DB03678
CHEMBL320049	DB02094
CHEMBL24231	DB04214
CHEMBL2151591	DB15394
CHEMBL2103768	DB08792
CHEMBL182323	DB07973
CHEMBL1313657	DB00629
CHEMBL119385	DB07138
CHEMBL1481873	DB11448
CHEMBL240355	DB07059
CHEMBL2028665	DB12935
CHEMBL1566956	DB13419
CHEMBL465	DB00470
CHEMBL1624075	DB11583
CHEMBL482505	DB08376
CHEMBL1944785	DB15380
CHEMBL307747	DB04098
CHEMBL1200978	DB01169
CHEMBL2374961	DB13315
CHEMBL292821	DB01537
CHEMBL191910	DB08284
CHEMBL1232586	DB04332
CHEMBL265325	DB02085
CHEMBL233349	DB07539
CHEMBL134561	DB06358
CHEMBL1229742	DB04582
CHEMBL95097	DB02288
CHEMBL3707340	DB13513
CHEMBL1763	DB00774
CHEMBL107874	DB02448
CHEMBL1235931	DB02239
CHEMBL1198650	DB07095
CHEMBL180101	DB12395
CHEMBL2104969	DB15426
CHEMBL1201373	DB03785
CHEMBL1615487	DB13539
CHEMBL139050	DB02622
CHEMBL1161	DB14512
CHEMBL336712	DB09305
CHEMBL4297644	DB16330
CHEMBL318516	DB04684
CHEMBL97972	DB13603
CHEMBL376488	DB08903
CHEMBL228814	DB06188
CHEMBL351769	DB03006
CHEMBL1513	DB01029
CHEMBL1201360	DB00596
CHEMBL1235259	DB02327
CHEMBL303984	DB03966
CHEMBL635	DB00635
CHEMBL110691	DB15903
CHEMBL1160818	DB03846
CHEMBL1200607	DB09531
CHEMBL379000	DB06989
CHEMBL1235570	DB08453
CHEMBL1233511	DB14981
CHEMBL216146	DB04580
CHEMBL2106140	DB15533
CHEMBL31601	DB00212
CHEMBL2103996	DB13394
CHEMBL811	DB00835
CHEMBL4297592	DB11701
CHEMBL2105394	DB12487
CHEMBL3544949	DB05625
CHEMBL374385	DB12445
CHEMBL2104197	DB15861
CHEMBL4594418	DB16944
CHEMBL1027	DB00906
CHEMBL3219616	DB12196
CHEMBL2105011	DB13797
CHEMBL4297523	DB12288
CHEMBL1201340	DB13720
CHEMBL515	DB00291
CHEMBL304428	DB17051
CHEMBL1200774	DB09378
CHEMBL32800	DB01288
CHEMBL8483	DB08324
CHEMBL25826	DB04495
CHEMBL115824	DB04218
CHEMBL1726	DB00401
CHEMBL292303	DB03225
CHEMBL1615807	DB09374
CHEMBL1201327	DB09347
CHEMBL3545366	DB12400
CHEMBL354541	DB08827
CHEMBL419667	DB13929
CHEMBL2104462	DB13579
CHEMBL204656	DB09101
CHEMBL500853	DB15243
CHEMBL1201054	DB09400
CHEMBL2107301	DB06575
CHEMBL920	DB00122
CHEMBL3334567	DB12048
CHEMBL259548	DB01471
CHEMBL457	DB01241
CHEMBL2110580	DB17149
CHEMBL230963	DB16936
CHEMBL2107783	DB12623
CHEMBL3785197	DB14890
CHEMBL446435	DB04724
CHEMBL16645	DB01688
CHEMBL254219	DB01396
CHEMBL2110732	DB11963
CHEMBL410448	DB08557
CHEMBL473	DB00204
CHEMBL2151572	DB11726
CHEMBL4297349	DB14940
CHEMBL1808388	DB12236
CHEMBL940	DB00996
CHEMBL1183605	DB01718
CHEMBL4296719	DB11723
CHEMBL222863	DB01092
CHEMBL2104790	DB13754
CHEMBL6	DB00328
CHEMBL106	DB00196
CHEMBL2105036	DB13568
CHEMBL9113	DB11558
CHEMBL465123	DB06731
CHEMBL1697825	DB13681
CHEMBL224325	DB13306
CHEMBL2103983	DB11153
CHEMBL2252949	DB11345
CHEMBL3186849	DB12109
CHEMBL208239	DB06957
CHEMBL753	DB00925
CHEMBL4297400	DB05053
CHEMBL522987	DB11949
CHEMBL4297369	DB12311
CHEMBL328250	DB00546
CHEMBL777	DB00766
CHEMBL410968	DB11467
CHEMBL222476	DB04720
CHEMBL7002	DB09201
CHEMBL1989587	DB13664
CHEMBL364748	DB08760
CHEMBL52247	DB09191
CHEMBL3707257	DB13637
CHEMBL1408862	DB13960
CHEMBL437765	DB11753
CHEMBL1089318	DB11632
CHEMBL1257073	DB12020
CHEMBL2104089	DB13812
CHEMBL1234276	DB03814
CHEMBL350320	DB04029
CHEMBL18116	DB09245
CHEMBL24640	DB15953
CHEMBL210593	DB07273
CHEMBL367746	DB04356
CHEMBL1160559	DB02428
CHEMBL1199540	DB04866
CHEMBL1957038	DB04915
CHEMBL249334	DB07179
CHEMBL560377	DB08386
CHEMBL232202	DB11217
CHEMBL828	DB11447
CHEMBL1738990	DB06793
CHEMBL2355051	DB00882
CHEMBL61	DB01179
CHEMBL4297456	DB05491
CHEMBL2348780	DB15114
CHEMBL1697831	DB13849
CHEMBL1096339	DB07347
CHEMBL2219642	DB09407
CHEMBL1086218	DB11869
CHEMBL452289	DB07181
CHEMBL1614710	DB05913
CHEMBL848	DB00480
CHEMBL188343	DB07340
CHEMBL174539	DB08605
CHEMBL428676	DB05022
CHEMBL1893554	DB01514
CHEMBL3039522	DB11782
CHEMBL1230671	DB04095
CHEMBL1625607	DB13808
CHEMBL1198148	DB06947
CHEMBL820	DB01008
CHEMBL2107767	DB05454
CHEMBL1200604	DB00809
CHEMBL367463	DB13514
CHEMBL1229989	DB06979
CHEMBL247484	DB08230
CHEMBL1213368	DB07824
CHEMBL360410	DB06937
CHEMBL1235132	DB04071
CHEMBL62807	DB03555
CHEMBL707	DB00590
CHEMBL1933349	DB12044
CHEMBL1789941	DB08877
CHEMBL170721	DB03587
CHEMBL434200	DB13775
CHEMBL2104146	DB13379
CHEMBL3127326	DB09296
CHEMBL2272076	DB14826
CHEMBL4297620	DB14754
CHEMBL2103920	DB05034
CHEMBL1817709	DB12495
CHEMBL1235660	DB08471
CHEMBL1766417	DB02975
CHEMBL53	DB00714
CHEMBL279597	DB00160
CHEMBL2106317	DB13428
CHEMBL4297647	DB12785
CHEMBL7942	DB02175
CHEMBL176	DB13673
CHEMBL500883	DB04314
CHEMBL26128	DB03298
CHEMBL383899	DB07545
CHEMBL41631	DB04513
CHEMBL4296683	DB15215
CHEMBL2111078	DB11547
CHEMBL3353541	DB15406
CHEMBL184041	DB06521
CHEMBL402747	DB07079
CHEMBL3137744	DB14704
CHEMBL2107720	DB08940
CHEMBL403	DB09324
CHEMBL141889	DB07548
CHEMBL1201101	DB13943
CHEMBL32479	DB09017
CHEMBL112953	DB02550
CHEMBL151	DB15584
CHEMBL65553	DB03771
CHEMBL19019	DB00704
CHEMBL70418	DB00349
CHEMBL1201117	DB00423
CHEMBL56900	DB12964
CHEMBL57053	DB13154
CHEMBL448500	DB02192
CHEMBL1213252	DB00628
CHEMBL1200558	DB00626
CHEMBL1086863	DB04282
CHEMBL282146	DB08493
CHEMBL487182	DB12093
CHEMBL1908325	DB11459
CHEMBL1084430	DB15062
CHEMBL3707254	DB13475
CHEMBL64579	DB03173
CHEMBL2106811	DB16023
CHEMBL577120	DB03074
CHEMBL2103875	DB08911
CHEMBL175633	DB06295
CHEMBL284362	DB03628
CHEMBL2206194	DB16951
CHEMBL714	DB01001
CHEMBL1491306	DB13804
CHEMBL1499	DB14681
CHEMBL3182532	DB12162
CHEMBL1727	DB00567
CHEMBL319497	DB03252
CHEMBL2104608	DB13828
CHEMBL476937	DB06954
CHEMBL1490434	DB13597
CHEMBL334167	DB03294
CHEMBL200849	DB08757
CHEMBL267345	DB00681
CHEMBL1235738	DB03894
CHEMBL274654	DB12072
CHEMBL321357	DB03817
CHEMBL438139	DB15495
CHEMBL353861	DB03262
CHEMBL96741	DB08522
CHEMBL398428	DB08072
CHEMBL3608680	DB15669
CHEMBL4297371	DB15122
CHEMBL646	DB00897
CHEMBL356359	DB04873
CHEMBL185878	DB08833
CHEMBL426559	DB11629
CHEMBL371315	DB05633
CHEMBL20210	DB05102
CHEMBL479079	DB08519
CHEMBL1770916	DB12005
CHEMBL252557	DB03085
CHEMBL1664	DB01319
CHEMBL17432	DB07437
CHEMBL3137301	DB09292
CHEMBL911	DB00425
CHEMBL3348861	DB15645
CHEMBL3349607	DB06663
CHEMBL187718	DB07867
CHEMBL1200559	DB04398
CHEMBL2105051	DB04970
CHEMBL34964	DB04360
CHEMBL460102	DB07936
CHEMBL3545985	DB00865
CHEMBL1195	DB09342
CHEMBL458966	DB08108
CHEMBL441920	DB14554
CHEMBL1276308	DB00834
CHEMBL435982	DB08272
CHEMBL219544	DB02245
CHEMBL1229093	DB05063
CHEMBL230158	DB12390
CHEMBL302715	DB01748
CHEMBL584852	DB11378
CHEMBL1941138	DB01733
CHEMBL697	DB05246
CHEMBL1474129	DB11389
CHEMBL2105458	DB04826
CHEMBL24072	DB04825
CHEMBL486146	DB08263
CHEMBL398940	DB15643
CHEMBL4474855	DB12026
CHEMBL376359	DB06203
CHEMBL1088751	DB07941
CHEMBL621	DB00656
CHEMBL489657	DB07693
CHEMBL497939	DB09028
CHEMBL3581693	DB12253
CHEMBL272557	DB12901
CHEMBL1672635	DB13939
CHEMBL453620	DB07316
CHEMBL297569	DB03107
CHEMBL222559	DB00932
CHEMBL22055	DB06494
CHEMBL2105527	DB13324
CHEMBL125381	DB03181
CHEMBL369180	DB04154
CHEMBL301769	DB08406
CHEMBL561057	DB05186
CHEMBL641	DB00289
CHEMBL4207489	DB12659
CHEMBL916	DB00775
CHEMBL8224	DB01467
CHEMBL189676	DB13070
CHEMBL1013	DB00447
CHEMBL106502	DB06368
CHEMBL1234162	DB02935
CHEMBL1614	DB01078
CHEMBL138806	DB03102
CHEMBL396380	DB02445
CHEMBL227924	DB07857
CHEMBL3833354	DB13547
CHEMBL1086445	DB04381
CHEMBL1796997	DB09155
CHEMBL2104266	DB13300
CHEMBL2368925	DB00757
CHEMBL2105107	DB04796
CHEMBL1956285	DB12397
CHEMBL703	DB00202
CHEMBL1230134	DB07058
CHEMBL1788390	DB13319
CHEMBL2068971	DB12350
CHEMBL496978	DB12514
CHEMBL359020	DB06976
CHEMBL1231023	DB03292
CHEMBL94	DB00981
CHEMBL1236184	DB02934
CHEMBL168083	DB03647
CHEMBL1512080	DB13641
CHEMBL323348	DB13336
CHEMBL2106224	DB12506
CHEMBL1233354	DB02022
CHEMBL4467777	DB14030
CHEMBL463321	DB08081
CHEMBL1213369	DB07865
CHEMBL92	DB01248
CHEMBL197277	DB04632
CHEMBL583	DB00365
CHEMBL257662	DB11872
CHEMBL1481	DB00222
CHEMBL407	DB01205
CHEMBL1601669	DB01436
CHEMBL639	DB00972
CHEMBL283800	DB00148
CHEMBL107316	DB07701
CHEMBL2106073	DB15782
CHEMBL1201	DB01623
CHEMBL2103832	DB12061
CHEMBL1201391	DB14714
CHEMBL1201217	DB00645
CHEMBL2387541	DB11755
CHEMBL1221660	DB07306
CHEMBL1938870	DB13024
CHEMBL1201201	DB01577
CHEMBL3577885	DB15450
CHEMBL277577	DB06873
CHEMBL118218	DB05786
CHEMBL1196088	DB15288
CHEMBL222501	DB08047
CHEMBL2447938	DB12510
CHEMBL3120793	DB15222
CHEMBL1401	DB00507
CHEMBL3301625	DB11764
CHEMBL41632	DB03604
CHEMBL3989866	DB11799
CHEMBL101253	DB04879
CHEMBL168640	DB05961
CHEMBL260880	DB07426
CHEMBL2103774	DB09070
CHEMBL1808698	DB09502
CHEMBL618	DB03728
CHEMBL2104986	DB12641
CHEMBL4297322	DB05607
CHEMBL1233851	DB02742
CHEMBL480329	DB01860
CHEMBL211312	DB03800
CHEMBL324842	DB16865
CHEMBL377956	DB08232
CHEMBL1697760	DB13801
CHEMBL31088	DB13917
CHEMBL230354	DB08362
CHEMBL90593	DB01708
CHEMBL4297348	DB05660
CHEMBL2106618	DB01289
CHEMBL4175981	DB14998
CHEMBL4297393	DB13078
CHEMBL3286580	DB11957
CHEMBL4594432	DB16064
CHEMBL84	DB01030
CHEMBL477	DB00640
CHEMBL446785	DB11874
CHEMBL495665	DB15931
CHEMBL93247	DB03953
CHEMBL1242	DB01438
CHEMBL1233024	DB07829
CHEMBL610	DB04325
CHEMBL453	DB00263
CHEMBL2106357	DB08975
CHEMBL101	DB00812
CHEMBL3039113	DB12444
CHEMBL25336	DB17247
CHEMBL402626	DB08579
CHEMBL1951032	DB12084
CHEMBL4650215	DB15275
CHEMBL258040	DB07220
CHEMBL295619	DB13772
CHEMBL440510	DB08681
CHEMBL1950554	DB04853
CHEMBL538	DB06728
CHEMBL415049	DB11747
CHEMBL1162545	DB04343
CHEMBL2096635	DB09513
CHEMBL74074	DB03171
CHEMBL773	DB00145
CHEMBL2104514	DB13207
CHEMBL429736	DB11818
CHEMBL4297416	DB11645
CHEMBL307679	DB03403
CHEMBL2381408	DB12541
CHEMBL564912	DB01948
CHEMBL2074725	DB13691
CHEMBL1159524	DB03156
CHEMBL306823	DB16929
CHEMBL1235900	DB02148
CHEMBL2403318	DB14850
CHEMBL360216	DB04541
CHEMBL397209	DB16754
CHEMBL1589793	DB11279
CHEMBL757	DB13169
CHEMBL4303526	DB15959
CHEMBL1259	DB01336
CHEMBL1213456	DB06600
CHEMBL2063090	DB11575
CHEMBL83626	DB05399
CHEMBL405886	DB06922
CHEMBL16498	DB11965
CHEMBL493982	DB09030
CHEMBL64676	DB04470
CHEMBL1620794	DB13588
CHEMBL4451232	DB05476
CHEMBL490029	DB15242
CHEMBL1231277	DB02154
CHEMBL2011961	DB11335
CHEMBL1652	DB01122
CHEMBL327127	DB08339
CHEMBL576127	DB08979
CHEMBL4105584	DB12225
CHEMBL4297605	DB13080
CHEMBL1213371	DB07760
CHEMBL1206050	DB17298
CHEMBL1232392	DB02184
CHEMBL267044	DB16021
CHEMBL1183349	DB06636
CHEMBL4297185	DB12941
CHEMBL473489	DB03118
CHEMBL55264	DB06830
CHEMBL1111	DB06403
CHEMBL1697856	DB13278
CHEMBL1670	DB00648
CHEMBL252128	DB06940
CHEMBL469912	DB08437
CHEMBL1598608	DB16837
CHEMBL1161681	DB09112
CHEMBL436947	DB02211
CHEMBL1686	DB08845
CHEMBL4297431	DB11939
CHEMBL1159684	DB15944
CHEMBL520733	DB12463
CHEMBL2106499	DB06187
CHEMBL982	DB06230
CHEMBL1173462	DB03500
CHEMBL1414320	DB13232
CHEMBL816	DB14189
CHEMBL2106227	DB08986
CHEMBL375492	DB12829
CHEMBL329091	DB15671
CHEMBL2103858	DB05542
CHEMBL142703	DB04876
CHEMBL1178595	DB02972
CHEMBL1950289	DB11798
CHEMBL329203	DB08999
CHEMBL2104094	DB13291
CHEMBL4297386	DB12654
CHEMBL569713	DB00747
CHEMBL1914489	DB11946
CHEMBL593503	DB03048
CHEMBL4594419	DB16240
CHEMBL28318	DB13524
CHEMBL1325863	DB14727
CHEMBL320775	DB12912
CHEMBL1305	DB08799
CHEMBL91829	DB11829
CHEMBL209720	DB04685
CHEMBL4297252	DB16052
CHEMBL2106851	DB13454
CHEMBL3989872	DB11784
CHEMBL2008565	DB13604
CHEMBL2104993	DB09068
CHEMBL2178953	DB14949
CHEMBL53292	DB08942
CHEMBL4085457	DB14924
CHEMBL1599	DB01139
CHEMBL291157	DB00817
CHEMBL2103772	DB11696
CHEMBL3809489	DB12411
CHEMBL3707239	DB13842
CHEMBL1255871	DB06543
CHEMBL297273	DB03231
CHEMBL1080983	DB11409
CHEMBL401365	DB07625
CHEMBL467888	DB05234
CHEMBL50882	DB04858
CHEMBL223339	DB07858
CHEMBL1235110	DB08361
CHEMBL180300	DB02715
CHEMBL563	DB00712
CHEMBL1232699	DB07764
CHEMBL63055	DB02020
CHEMBL2218922	DB09187
CHEMBL4594434	DB16051
CHEMBL2219425	DB14185
CHEMBL105442	DB12429
CHEMBL432600	DB03451
CHEMBL2354444	DB11616
CHEMBL354201	DB07669
CHEMBL4765159	DB06745
CHEMBL58832	DB00174
CHEMBL483321	DB12302
CHEMBL1200928	DB14487
CHEMBL656	DB00497
CHEMBL399530	DB07594
CHEMBL1615781	DB11179
CHEMBL1788384	DB08928
CHEMBL316157	DB09008
CHEMBL262777	DB00512
CHEMBL1094304	DB04662
CHEMBL63893	DB02446
CHEMBL1334860	DB14638
CHEMBL197550	DB07308
CHEMBL23236	DB16890
CHEMBL158766	DB04120
CHEMBL1078685	DB01685
CHEMBL374975	DB02703
CHEMBL402761	DB07800
CHEMBL199441	DB07304
CHEMBL123850	DB02683
CHEMBL3121849	DB15652
CHEMBL671	DB04572
CHEMBL2106988	DB13739
CHEMBL2107781	DB13707
CHEMBL435128	DB08502
CHEMBL1172	DB00967
CHEMBL1235413	DB03400
CHEMBL2104616	DB01523
CHEMBL1201239	DB08948
CHEMBL1231501	DB02202
CHEMBL253838	DB01506
CHEMBL139	DB00586
CHEMBL2361641	DB11400
CHEMBL422704	DB14735
CHEMBL4297589	DB15163
CHEMBL1201212	DB00211
CHEMBL4297521	DB14977
CHEMBL54661	DB00875
CHEMBL858	DB00974
CHEMBL197	DB14063
CHEMBL2374220	DB09027
CHEMBL2107729	DB12805
CHEMBL3707371	DB13840
CHEMBL4303411	DB16249
CHEMBL494360	DB08708
CHEMBL372764	DB06641
CHEMBL1997373	DB05806
CHEMBL603717	DB16839
CHEMBL294144	DB05422
CHEMBL2103929	DB00256
CHEMBL4297629	DB16252
CHEMBL550453	DB08143
CHEMBL1200810	DB06410
CHEMBL1289926	DB06626
CHEMBL112834	DB03899
CHEMBL451532	DB16859
CHEMBL1059	DB00230
CHEMBL104829	DB02026
CHEMBL1628688	DB06629
CHEMBL300337	DB03395
CHEMBL2103837	DB11644
CHEMBL850	DB01208
CHEMBL1103	DB00614
CHEMBL1235237	DB08383
CHEMBL1232165	DB03165
CHEMBL80	DB01183
CHEMBL372507	DB12348
CHEMBL94657	DB03010
CHEMBL2111099	DB11427
CHEMBL3330226	DB14821
CHEMBL1475693	DB16702
CHEMBL141	DB00709
CHEMBL406863	DB08148
CHEMBL3989523	DB09546
CHEMBL1336	DB00398
CHEMBL460962	DB07624
CHEMBL16370	DB03733
CHEMBL1908333	DB11471
CHEMBL1235541	DB03329
CHEMBL509027	DB02543
CHEMBL1513348	DB03719
CHEMBL6607	DB01484
CHEMBL115220	DB06944
CHEMBL1643895	DB09290
CHEMBL3707212	DB13230
CHEMBL2106441	DB13838
CHEMBL3235620	DB12326
CHEMBL121	DB00412
CHEMBL313971	DB09120
CHEMBL1042	DB00169
CHEMBL862	DB01018
CHEMBL224436	DB01321
CHEMBL18850	DB02060
CHEMBL205821	DB07744
CHEMBL3622533	DB11891
CHEMBL292411	DB02280
CHEMBL1337	DB00348
CHEMBL427	DB00888
CHEMBL110739	DB04652
CHEMBL266510	DB16908
CHEMBL950	DB02279
CHEMBL1201039	DB00562
CHEMBL262075	DB12590
CHEMBL1232236	DB02127
CHEMBL71733	DB11710
CHEMBL1232952	DB07814
CHEMBL460460	DB07291
CHEMBL796	DB00422
CHEMBL263367	DB06431
CHEMBL599552	DB16862
CHEMBL514315	DB13724
CHEMBL1788387	DB13205
CHEMBL1224151	DB05171
CHEMBL2206292	DB12360
CHEMBL73303	DB02197
CHEMBL194009	DB02352
CHEMBL4297360	DB16015
CHEMBL447	DB00418
CHEMBL4297409	DB12475
CHEMBL251940	DB01608
CHEMBL1229851	DB06936
CHEMBL572881	DB05575
CHEMBL142438	DB09152
CHEMBL404519	DB06581
CHEMBL1951714	DB11220
CHEMBL1393	DB00421
CHEMBL4285883	DB12843
CHEMBL1801250	DB15419
CHEMBL387347	DB03336
CHEMBL143324	DB14103
CHEMBL723	DB01136
CHEMBL1620780	DB15884
CHEMBL4594437	DB16122
CHEMBL1922660	DB06346
CHEMBL202609	DB07070
CHEMBL478409	DB07790
CHEMBL1231801	DB04101
CHEMBL479579	DB02557
CHEMBL332447	DB05838
CHEMBL123678	DB02848
CHEMBL1236126	DB08590
CHEMBL150261	DB04288
CHEMBL311300	DB02568
CHEMBL1812161	DB11917
CHEMBL72006	DB04653
CHEMBL360356	DB07632
CHEMBL1289601	DB09078
CHEMBL288943	DB11858
CHEMBL19612	DB03566
CHEMBL90	DB05381
CHEMBL3742465	DB17260
CHEMBL37932	DB05252
CHEMBL1236788	DB08741
CHEMBL601	DB00855
CHEMBL2017974	DB11666
CHEMBL508112	DB14201
CHEMBL1201349	DB00941
CHEMBL4296681	DB05722
CHEMBL500724	DB07256
CHEMBL110	DB11989
CHEMBL203125	DB02948
CHEMBL2107455	DB12233
CHEMBL3833352	DB11476
CHEMBL220513	DB07804
CHEMBL1614644	DB13782
CHEMBL522892	DB05928
CHEMBL148732	DB02908
CHEMBL1206232	DB12577
CHEMBL394484	DB07134
CHEMBL1413	DB01188
CHEMBL1788401	DB13465
CHEMBL404216	DB08811
CHEMBL1182743	DB13289
CHEMBL593335	DB03835
CHEMBL192894	DB08356
CHEMBL2104292	DB13662
CHEMBL54918	DB01629
CHEMBL11306	DB08403
CHEMBL1200356	DB01000
CHEMBL2104940	DB13353
CHEMBL4093031	DB14950
CHEMBL93515	DB15985
CHEMBL169901	DB04840
CHEMBL434374	DB08258
CHEMBL1076263	DB12051
CHEMBL462712	DB07969
CHEMBL452329	DB13958
CHEMBL31891	DB13795
CHEMBL2106997	DB13819
CHEMBL1236602	DB01971
CHEMBL335315	DB02320
CHEMBL147792	DB02946
CHEMBL118	DB00482
CHEMBL2104927	DB12122
CHEMBL328190	DB06202
CHEMBL2336325	DB11925
CHEMBL35482	DB17042
CHEMBL6259	DB11511
CHEMBL215226	DB04263
CHEMBL417007	DB14127
CHEMBL607707	DB05524
CHEMBL113537	DB07553
CHEMBL517231	DB15653
CHEMBL2103834	DB11554
CHEMBL3301609	DB12522
CHEMBL1232207	DB02174
CHEMBL1551724	DB04944
CHEMBL2104585	DB05265
CHEMBL2364624	DB12866
CHEMBL3989892	DB13841
CHEMBL1232731	DB02289
CHEMBL1236255	DB08610
CHEMBL564085	DB13179
CHEMBL108030	DB16857
CHEMBL3822773	DB15416
CHEMBL7162	DB14060
CHEMBL218289	DB08672
CHEMBL4303404	DB17129
CHEMBL3545213	DB16851
CHEMBL467754	DB03013
CHEMBL519260	DB13368
CHEMBL3317856	DB12134
CHEMBL3707349	DB14866
CHEMBL1198191	DB06929
CHEMBL1697833	DB01527
CHEMBL1232903	DB01779
CHEMBL2106972	DB13239
CHEMBL1232397	DB01965
CHEMBL1201012	DB00846
CHEMBL418995	DB04836
CHEMBL3989951	DB15439
CHEMBL3186475	DB14110
CHEMBL2068839	DB12063
CHEMBL1201348	DB14650
CHEMBL2397415	DB15688
CHEMBL1201203	DB00245
CHEMBL497001	DB15477
CHEMBL606	DB00929
CHEMBL209821	DB05562
CHEMBL1231557	DB07511
CHEMBL3186011	DB11684
CHEMBL1236282	DB08621
CHEMBL1201322	DB09552
CHEMBL3183075	DB00585
CHEMBL2396989	DB12547
CHEMBL32190	DB02919
CHEMBL287837	DB08550
CHEMBL1463	DB01099
CHEMBL108766	DB03017
CHEMBL71927	DB08665
CHEMBL488093	DB13084
CHEMBL4533605	DB13090
CHEMBL1079576	DB13354
CHEMBL496574	DB07254
CHEMBL126432	DB01458
CHEMBL1951095	DB12329
CHEMBL2107802	DB12861
CHEMBL3278060	DB17151
CHEMBL1187694	DB13713
CHEMBL24778	DB06207
CHEMBL225411	DB11903
CHEMBL3747513	DB16874
CHEMBL260629	DB03144
CHEMBL1229767	DB02042
CHEMBL1263	DB00938
CHEMBL477487	DB04457
CHEMBL297453	DB12116
CHEMBL73151	DB13399
CHEMBL2106071	DB00453
CHEMBL1185242	DB06994
CHEMBL1234283	DB03194
CHEMBL76232	DB02517
CHEMBL8943	DB06837
CHEMBL261932	DB06276
CHEMBL447955	DB12973
CHEMBL55400	DB01123
CHEMBL574060	DB03035
CHEMBL128136	DB12422
CHEMBL3889654	DB14723
CHEMBL168276	DB02105
CHEMBL3301608	DB11912
CHEMBL1082354	DB13659
CHEMBL1201368	DB14213
CHEMBL430488	DB07885
CHEMBL1232111	DB12879
CHEMBL2106269	DB15902
CHEMBL333410	DB01570
CHEMBL485980	DB13242
CHEMBL1236595	DB08690
CHEMBL157729	DB03177
CHEMBL3707348	DB11703
CHEMBL4204794	DB15233
CHEMBL408500	DB08283
CHEMBL350775	DB04851
CHEMBL608393	DB08210
CHEMBL1231969	DB04385
CHEMBL238103	DB05532
CHEMBL44354	DB00438
CHEMBL377312	DB06852
CHEMBL85	DB00734
CHEMBL109962	DB02345
CHEMBL1231778	DB04387
CHEMBL289191	DB12622
CHEMBL485659	DB14633
CHEMBL135	DB00783
CHEMBL4297214	DB16300
CHEMBL1900528	DB01409
CHEMBL1963249	DB12128
CHEMBL572964	DB11309
CHEMBL978	DB06709
CHEMBL2325429	DB05546
CHEMBL471474	DB07905
CHEMBL443	DB01015
CHEMBL156791	DB13508
CHEMBL970	DB00801
CHEMBL258558	DB14083
CHEMBL4764181	DB14630
CHEMBL202431	DB07977
CHEMBL564249	DB08429
CHEMBL257553	DB07252
CHEMBL4297408	DB05152
CHEMBL2105849	DB15926
CHEMBL219341	DB01875
CHEMBL501849	DB06290
CHEMBL1377	DB01131
CHEMBL423	DB00195
CHEMBL491473	DB04849
CHEMBL1190	DB01245
CHEMBL1542	DB00993
CHEMBL1214598	DB13609
CHEMBL7257	DB14010
CHEMBL492762	DB08744
CHEMBL1233249	DB04704
CHEMBL808	DB01127
CHEMBL747	DB14763
CHEMBL219046	DB12211
CHEMBL258728	DB01961
CHEMBL114655	DB06152
CHEMBL267495	DB13471
CHEMBL2106186	DB13708
CHEMBL18442	DB06809
CHEMBL496	DB00756
CHEMBL82411	DB07950
CHEMBL406270	DB04447
CHEMBL19611	DB02255
CHEMBL363559	DB02452
CHEMBL406254	DB02495
CHEMBL3989904	DB06419
CHEMBL2105053	DB13436
CHEMBL2107312	DB08892
CHEMBL2110588	DB09039
CHEMBL2110737	DB06580
CHEMBL727	DB00352
CHEMBL195368	DB01979
CHEMBL1621597	DB00332
CHEMBL1234306	DB03358
CHEMBL562317	DB08384
CHEMBL268501	DB13649
CHEMBL277775	DB16561
