From src:'1'	To src:'2'
CHEMBL1232817	DB04113
CHEMBL78755	DB08301
CHEMBL1757	DB00828
CHEMBL1233907	DB02177
CHEMBL4072756	DB12280
CHEMBL92404	DB07785
CHEMBL2431525	DB01485
CHEMBL1082	DB01060
CHEMBL4650343	DB16660
CHEMBL4205422	DB12852
CHEMBL27577	DB08797
CHEMBL455706	DB01564
CHEMBL1199080	DB01158
CHEMBL2137530	DB12027
CHEMBL1231891	DB04461
CHEMBL189963	DB09073
CHEMBL4550236	DB17077
CHEMBL258918	DB13587
CHEMBL44857	DB01670
CHEMBL1232088	DB07631
CHEMBL347862	DB02079
CHEMBL1908370	DB09047
CHEMBL363535	DB16886
CHEMBL4535757	DB15569
CHEMBL26	DB00391
CHEMBL1207358	DB02957
CHEMBL1233322	DB02119
CHEMBL46294	DB02015
CHEMBL1229535	DB06836
CHEMBL177	DB00479
CHEMBL2104957	DB11262
CHEMBL1741	DB01211
CHEMBL1624126	DB09092
CHEMBL346178	DB04872
CHEMBL2110659	DB06620
CHEMBL338076	DB07783
CHEMBL383208	DB02884
CHEMBL1002	DB13139
CHEMBL190265	DB02801
CHEMBL487465	DB13120
CHEMBL99	DB04297
CHEMBL2103847	DB11781
CHEMBL230172	DB07746
CHEMBL4297618	DB12934
CHEMBL1689285	DB14015
CHEMBL426815	DB02420
CHEMBL1721359	DB11437
CHEMBL691	DB00977
CHEMBL519160	DB07443
CHEMBL559973	DB03314
CHEMBL443064	DB04051
CHEMBL1200932	DB08947
CHEMBL1201193	DB01002
CHEMBL1235825	DB03458
CHEMBL298312	DB01776
CHEMBL54440	DB06693
CHEMBL259850	DB01950
CHEMBL1160567	DB02011
CHEMBL4297865	DB15327
CHEMBL31871	DB07892
CHEMBL1615775	DB14159
CHEMBL4297357	DB15296
CHEMBL346331	DB11609
CHEMBL1201148	DB09383
CHEMBL374713	DB07213
CHEMBL447183	DB07405
CHEMBL4799605	DB05796
CHEMBL1870796	DB12951
CHEMBL452596	DB07283
CHEMBL2111108	DB06408
CHEMBL175083	DB02037
CHEMBL263881	DB04829
CHEMBL354634	DB03737
CHEMBL989	DB00591
CHEMBL52440	DB00514
CHEMBL2365712	DB11273
CHEMBL1596	DB09319
CHEMBL27769	DB02901
CHEMBL202930	DB07078
CHEMBL404116	DB02621
CHEMBL119423	DB13807
CHEMBL647	DB00964
CHEMBL253896	DB15359
CHEMBL280074	DB02116
CHEMBL312448	DB06694
CHEMBL1236544	DB04174
CHEMBL1909283	DB09248
CHEMBL337612	DB13018
CHEMBL3545313	DB11936
CHEMBL3716552	DB14942
CHEMBL1073	DB01067
CHEMBL467399	DB12359
CHEMBL1472830	DB12708
CHEMBL1241951	DB12070
CHEMBL1236704	DB03792
CHEMBL38397	DB03847
CHEMBL2058833	DB16173
CHEMBL452867	DB11933
CHEMBL1201269	DB01556
CHEMBL3039517	DB11662
CHEMBL1254682	DB00504
CHEMBL1234815	DB08300
CHEMBL538937	DB08786
CHEMBL467058	DB11888
CHEMBL192008	DB04052
CHEMBL627	DB13114
CHEMBL325029	DB04088
CHEMBL29641	DB02984
CHEMBL4589128	DB13035
CHEMBL1241239	DB14062
CHEMBL1201168	DB01247
CHEMBL1200439	DB09448
CHEMBL357217	DB02400
CHEMBL4594444	DB16279
CHEMBL456929	DB08223
CHEMBL19224	DB01113
CHEMBL219568	DB02377
CHEMBL1201776	DB06204
CHEMBL188442	DB01720
CHEMBL1610	DB06143
CHEMBL889	DB05668
CHEMBL169046	DB04705
CHEMBL426643	DB01932
CHEMBL114	DB01232
CHEMBL502384	DB14031
CHEMBL242737	DB07320
CHEMBL1232501	DB03552
CHEMBL3544954	DB12755
CHEMBL362148	DB02335
CHEMBL1597	DB06782
CHEMBL3187365	DB06216
CHEMBL577144	DB02827
CHEMBL149603	DB02762
CHEMBL560592	DB11821
CHEMBL6367	DB01951
CHEMBL4303793	DB15344
CHEMBL37390	DB13449
CHEMBL513225	DB08443
CHEMBL282686	DB06536
CHEMBL298826	DB07720
CHEMBL19299	DB09212
CHEMBL1533	DB00304
CHEMBL96862	DB03726
CHEMBL4228903	DB16271
CHEMBL4297224	DB05592
CHEMBL1697843	DB13401
CHEMBL461332	DB08973
CHEMBL277041	DB02282
CHEMBL316257	DB11283
CHEMBL1410669	DB00251
CHEMBL1773	DB01101
CHEMBL1614650	DB12185
CHEMBL1456892	DB04284
CHEMBL3126832	DB12279
CHEMBL298461	DB13963
CHEMBL447629	DB13543
CHEMBL213618	DB07235
CHEMBL12856	DB01427
CHEMBL146755	DB03902
CHEMBL3828074	DB15403
CHEMBL572546	DB03708
CHEMBL813	DB00876
CHEMBL524266	DB07149
CHEMBL1179047	DB01161
CHEMBL1234757	DB04167
CHEMBL273453	DB04630
CHEMBL46148	DB01767
CHEMBL1192519	DB14125
CHEMBL4297659	DB15381
CHEMBL2103959	DB13537
CHEMBL2338329	DB04847
CHEMBL196228	DB07768
CHEMBL1288810	DB12472
CHEMBL2016681	DB12889
CHEMBL512283	DB07419
CHEMBL35228	DB12975
CHEMBL428690	DB03496
CHEMBL274826	DB01536
CHEMBL315795	DB06470
CHEMBL2105763	DB12985
CHEMBL561371	DB15026
CHEMBL1437847	DB11464
CHEMBL503075	DB04681
CHEMBL3936761	DB15035
CHEMBL4211107	DB15377
CHEMBL2105420	DB12473
CHEMBL4444976	DB12963
CHEMBL3261331	DB12914
CHEMBL3121539	DB12065
CHEMBL954	DB06735
CHEMBL471	DB00489
CHEMBL4594447	DB16229
CHEMBL122264	DB06948
CHEMBL243940	DB06829
CHEMBL16081	DB02736
CHEMBL123978	DB03073
CHEMBL3039514	DB11574
CHEMBL2103883	DB11995
CHEMBL1171433	DB03297
CHEMBL107	DB01394
CHEMBL399043	DB04302
CHEMBL1213470	DB02376
CHEMBL1756	DB14674
CHEMBL464988	DB16827
CHEMBL3589904	DB12468
CHEMBL303004	DB03260
CHEMBL451887	DB08889
CHEMBL6273	DB04576
CHEMBL127907	DB03365
CHEMBL1057	DB00693
CHEMBL3900554	DB15291
CHEMBL3918017	DB05885
CHEMBL466246	DB12791
CHEMBL66693	DB01786
CHEMBL98350	DB02656
CHEMBL301523	DB00120
CHEMBL1875086	DB11495
CHEMBL456	DB00903
CHEMBL9352	DB03467
CHEMBL278315	DB02424
CHEMBL280487	DB02169
CHEMBL609583	DB12382
CHEMBL1079087	DB07788
CHEMBL428495	DB01750
CHEMBL257975	DB04122
CHEMBL350221	DB02959
CHEMBL2105467	DB06433
CHEMBL483348	DB07677
CHEMBL2105552	DB13770
CHEMBL632	DB00443
CHEMBL1201271	DB00354
CHEMBL224282	DB04533
CHEMBL65433	DB14075
CHEMBL1161222	DB04204
CHEMBL55771	DB08508
CHEMBL3707312	DB12605
CHEMBL3545123	DB13878
CHEMBL70046	DB11998
CHEMBL1738757	DB13005
CHEMBL419380	DB13753
CHEMBL4116649	DB16735
CHEMBL3306918	DB05596
CHEMBL4303142	DB06212
CHEMBL283807	DB01972
CHEMBL96783	DB11195
CHEMBL114283	DB12804
CHEMBL409038	DB08707
CHEMBL2107431	DB12474
CHEMBL1234578	DB08238
CHEMBL64677	DB13837
CHEMBL406652	DB08709
CHEMBL222002	DB08388
CHEMBL1231418	DB04646
CHEMBL3989742	DB15775
CHEMBL2096895	DB15550
CHEMBL776	DB00816
CHEMBL70176	DB02071
CHEMBL108778	DB02531
CHEMBL44618	DB11387
CHEMBL570533	DB07267
CHEMBL127592	DB12532
CHEMBL1190476	DB02269
CHEMBL1236344	DB01874
CHEMBL1235837	DB08520
CHEMBL2105338	DB13634
CHEMBL770	DB00797
CHEMBL689	DB00742
CHEMBL1187833	DB09076
CHEMBL533	DB00308
CHEMBL991	DB00649
CHEMBL4297442	DB12895
CHEMBL778	DB00633
CHEMBL10413	DB02132
CHEMBL401974	DB07062
CHEMBL2286758	DB02043
CHEMBL90983	DB12226
CHEMBL2035874	DB05035
CHEMBL1232511	DB02856
CHEMBL226471	DB07728
CHEMBL2040682	DB01410
CHEMBL2103879	DB12047
CHEMBL514988	DB07445
CHEMBL4297428	DB16013
CHEMBL3304485	DB11761
CHEMBL4467344	DB16039
CHEMBL249973	DB04867
CHEMBL1874002	DB13416
CHEMBL40	DB01174
CHEMBL511942	DB04759
CHEMBL230910	DB07271
CHEMBL4297633	DB12043
CHEMBL450	DB00463
CHEMBL200469	DB06956
CHEMBL213661	DB07807
CHEMBL927	DB00535
CHEMBL604710	DB12743
CHEMBL2110857	DB12884
CHEMBL401843	DB03072
CHEMBL1234751	DB04075
CHEMBL509064	DB07112
CHEMBL48449	DB12328
CHEMBL1512	DB00180
CHEMBL169	DB15588
CHEMBL370252	DB08972
CHEMBL2106548	DB13686
CHEMBL594840	DB02347
CHEMBL282121	DB12554
CHEMBL1200686	DB00337
CHEMBL2376648	DB13104
CHEMBL61006	DB00397
CHEMBL2104523	DB08810
CHEMBL947	DB00486
CHEMBL1235115	DB02512
CHEMBL14130	DB04417
CHEMBL462170	DB07265
CHEMBL146095	DB08963
CHEMBL1201353	DB13679
CHEMBL4650329	DB16580
CHEMBL382127	DB04577
CHEMBL1232804	DB02642
CHEMBL3133037	DB12857
CHEMBL245807	DB04823
CHEMBL20852	DB01896
CHEMBL1232767	DB11072
CHEMBL1762	DB01056
CHEMBL190801	DB08593
CHEMBL3186027	DB14187
CHEMBL3183440	DB00265
CHEMBL1230333	DB02434
CHEMBL2104103	DB09003
CHEMBL443114	DB12700
CHEMBL261720	DB07664
CHEMBL34921	DB03293
CHEMBL180071	DB07708
CHEMBL1160714	DB13777
CHEMBL456341	DB12193
CHEMBL206834	DB11851
CHEMBL2105171	DB15790
CHEMBL228077	DB02077
CHEMBL81421	DB14001
CHEMBL204593	DB07290
CHEMBL603367	DB03101
CHEMBL512341	DB07006
CHEMBL1230575	DB13075
CHEMBL202701	DB04546
CHEMBL3301594	DB11796
CHEMBL2107822	DB12158
CHEMBL43452	DB08910
CHEMBL156987	DB01793
CHEMBL2158685	DB12764
CHEMBL1200622	DB00910
CHEMBL4594441	DB16191
CHEMBL12315	DB04329
CHEMBL281795	DB08489
CHEMBL3989512	DB12677
CHEMBL336296	DB04005
CHEMBL566757	DB12731
CHEMBL1235806	DB03477
CHEMBL272980	DB11830
CHEMBL832	DB01138
CHEMBL25843	DB06458
CHEMBL73451	DB01071
CHEMBL1794737	DB03603
CHEMBL216579	DB04289
CHEMBL2408045	DB12183
CHEMBL430879	DB04601
CHEMBL260585	DB07287
CHEMBL4169078	DB16876
CHEMBL11722	DB04193
CHEMBL327579	DB07902
CHEMBL3125702	DB15299
CHEMBL440294	DB09286
CHEMBL3707302	DB14514
CHEMBL1235981	DB01704
CHEMBL46780	DB07508
CHEMBL221390	DB14072
CHEMBL319354	DB03700
CHEMBL1463345	DB12221
CHEMBL1234745	DB03867
CHEMBL3963485	DB15078
CHEMBL223824	DB02102
CHEMBL114551	DB12237
CHEMBL1200668	DB01164
CHEMBL110674	DB01723
CHEMBL3989927	DB12101
CHEMBL398110	DB12099
CHEMBL3188292	DB11132
CHEMBL4594352	DB17385
CHEMBL53950	DB06255
CHEMBL147507	DB07129
CHEMBL441687	DB13751
CHEMBL1230270	DB07106
CHEMBL482035	DB16014
CHEMBL1697829	DB13821
CHEMBL4303665	DB11748
CHEMBL1094	DB00949
CHEMBL338790	DB07096
CHEMBL269259	DB04974
CHEMBL654	DB00370
CHEMBL113313	DB15205
CHEMBL1322675	DB15410
CHEMBL274070	DB12515
CHEMBL505939	DB15774
CHEMBL273575	DB04821
CHEMBL75133	DB11806
CHEMBL1276010	DB11117
CHEMBL6731	DB01509
CHEMBL200528	DB04715
CHEMBL4527011	DB15192
CHEMBL29898	DB08660
CHEMBL409536	DB08561
CHEMBL2105695	DB12095
CHEMBL1354199	DB00462
CHEMBL6685	DB08765
CHEMBL169186	DB07249
CHEMBL226403	DB08358
CHEMBL3039498	DB12836
CHEMBL2140408	DB17197
CHEMBL358040	DB13378
CHEMBL1234200	DB08164
CHEMBL1200909	DB14632
CHEMBL932	DB00975
CHEMBL4297530	DB13115
CHEMBL1020	DB00500
CHEMBL102970	DB00147
CHEMBL501613	DB13733
CHEMBL39221	DB04228
CHEMBL2106822	DB13546
CHEMBL56021	DB16956
CHEMBL460741	DB02714
CHEMBL4297476	DB15221
CHEMBL1230308	DB03993
CHEMBL1236347	DB02397
CHEMBL104815	DB04125
CHEMBL2104574	DB16148
CHEMBL588	DB00800
CHEMBL1431	DB00331
CHEMBL277062	DB01558
CHEMBL1161784	DB01695
CHEMBL44657	DB00773
CHEMBL3408248	DB15029
CHEMBL368238	DB07974
CHEMBL2106901	DB15841
CHEMBL264702	DB07663
CHEMBL106258	DB01490
CHEMBL330546	DB14475
CHEMBL4297188	DB14982
CHEMBL1201274	DB09351
CHEMBL290962	DB09097
CHEMBL1062	DB14570
CHEMBL891	DB01147
CHEMBL4297351	DB12673
CHEMBL1129	DB00432
CHEMBL4297289	DB17234
CHEMBL4297289	DB15126
CHEMBL1235255	DB02078
CHEMBL4876675	DB04116
CHEMBL121915	DB02818
CHEMBL3982723	DB16059
CHEMBL1201405	DB14210
CHEMBL1200826	DB14509
CHEMBL323202	DB04559
CHEMBL1743203	DB01456
CHEMBL592943	DB13001
CHEMBL270190	DB06274
CHEMBL83668	DB00525
CHEMBL1231913	DB02974
CHEMBL71595	DB11091
CHEMBL1231	DB01062
CHEMBL334830	DB05327
CHEMBL3920982	DB16111
CHEMBL1080884	DB09196
CHEMBL1269258	DB12694
CHEMBL590753	DB03980
CHEMBL52939	DB12163
CHEMBL460026	DB00159
CHEMBL1794734	DB03518
CHEMBL220467	DB03480
CHEMBL1554	DB00970
CHEMBL580	DB00186
CHEMBL1276826	DB16344
CHEMBL204086	DB07522
CHEMBL4297608	DB05295
CHEMBL595	DB01132
CHEMBL23261	DB04883
CHEMBL1200515	DB01089
CHEMBL86658	DB04270
CHEMBL708	DB00246
CHEMBL1096643	DB13413
CHEMBL42423	DB03407
CHEMBL847	DB01096
CHEMBL11298	DB00133
CHEMBL47	DB00163
CHEMBL1200453	DB00632
CHEMBL568737	DB03750
CHEMBL3039511	DB12464
CHEMBL199237	DB07459
CHEMBL211456	DB01364
CHEMBL56731	DB16774
CHEMBL1923234	DB12679
CHEMBL335538	DB03222
CHEMBL3039507	DB12713
CHEMBL389767	DB08345
CHEMBL4173974	DB16160
CHEMBL12318	DB00720
CHEMBL1957266	DB17021
CHEMBL272621	DB11789
CHEMBL437526	DB04875
CHEMBL109227	DB02627
CHEMBL34062	DB02004
CHEMBL2103855	DB14218
CHEMBL311350	DB13744
CHEMBL432234	DB07753
CHEMBL827	DB06701
CHEMBL700	DB00891
CHEMBL539640	DB07259
CHEMBL2105248	DB11107
CHEMBL3984425	DB16296
CHEMBL280051	DB02441
CHEMBL1754	DB00561
CHEMBL506972	DB04271
CHEMBL1648	DB00270
CHEMBL2107549	DB12739
CHEMBL1201313	DB04837
CHEMBL177837	DB17135
CHEMBL295666	DB01735
CHEMBL107400	DB07425
CHEMBL4297517	DB14921
CHEMBL4297288	DB06299
CHEMBL1271	DB01090
CHEMBL1234674	DB02618
CHEMBL364811	DB07654
CHEMBL23588	DB02266
CHEMBL896	DB00557
CHEMBL4297501	DB15268
CHEMBL30008	DB04841
CHEMBL2103882	DB12200
CHEMBL277498	DB08849
CHEMBL1425	DB01033
CHEMBL1237210	DB01892
CHEMBL64249	DB15971
CHEMBL402315	DB08582
CHEMBL2364611	DB11911
CHEMBL408	DB00197
CHEMBL1471	DB00673
CHEMBL1213633	DB06328
CHEMBL1899506	DB13474
CHEMBL4297609	DB15245
CHEMBL4640620	DB14073
CHEMBL2105637	DB11943
CHEMBL1230604	DB02850
CHEMBL406393	DB03619
CHEMBL380589	DB07128
CHEMBL4303309	DB16846
CHEMBL2181666	DB15424
CHEMBL31634	DB03312
CHEMBL2396661	DB12015
CHEMBL308954	DB06414
CHEMBL482193	DB08285
CHEMBL370753	DB12930
CHEMBL54714	DB03649
CHEMBL2105148	DB13445
CHEMBL3578202	DB16303
CHEMBL15413	DB11935
CHEMBL275446	DB08805
CHEMBL325795	DB03606
CHEMBL3707313	DB12808
CHEMBL472565	DB11480
CHEMBL563377	DB07488
CHEMBL1619758	DB01546
CHEMBL80830	DB12160
CHEMBL475534	DB01054
CHEMBL1200861	DB01694
CHEMBL1200714	DB01178
CHEMBL45	DB01065
CHEMBL4297304	DB15249
CHEMBL3976807	DB14946
CHEMBL526688	DB08019
CHEMBL2105728	DB11832
CHEMBL490730	DB07083
CHEMBL4297266	DB12133
CHEMBL674	DB02600
CHEMBL522	DB02464
CHEMBL1697828	DB13817
CHEMBL2153191	DB14875
CHEMBL334966	DB06441
CHEMBL491429	DB07326
CHEMBL2105606	DB13567
CHEMBL2106571	DB01521
CHEMBL96172	DB01873
CHEMBL2059590	DB05905
CHEMBL379652	DB02774
CHEMBL280527	DB12264
CHEMBL36591	DB13233
CHEMBL1187319	DB08141
CHEMBL267744	DB04831
CHEMBL542	DB02362
CHEMBL165	DB02709
CHEMBL22587	DB01167
CHEMBL126648	DB06163
CHEMBL4297294	DB15173
CHEMBL3545186	DB16169
CHEMBL187105	DB07236
CHEMBL4787233	DB15532
CHEMBL4298169	DB16343
CHEMBL1236909	DB04436
CHEMBL253363	DB02789
CHEMBL2105762	DB11992
CHEMBL2426701	DB13391
CHEMBL1165342	DB13374
CHEMBL304784	DB07558
CHEMBL473417	DB08828
CHEMBL443455	DB03218
CHEMBL402823	DB08154
CHEMBL324942	DB02647
CHEMBL153585	DB08952
CHEMBL230153	DB07244
CHEMBL439009	DB03501
CHEMBL2110948	DB13507
CHEMBL1236882	DB08752
CHEMBL404630	DB07601
CHEMBL698	DB09085
CHEMBL2105385	DB13605
CHEMBL2325014	DB14856
CHEMBL148630	DB03078
CHEMBL685	DB00643
CHEMBL3585580	DB09198
CHEMBL1232545	DB16872
CHEMBL2104238	DB13328
CHEMBL404422	DB01353
CHEMBL371197	DB02034
CHEMBL331743	DB13712
CHEMBL1908376	DB04258
CHEMBL388751	DB00856
CHEMBL142348	DB01889
CHEMBL3286830	DB12130
CHEMBL2103826	DB12613
CHEMBL1230309	DB03385
CHEMBL4301492	DB04947
CHEMBL1235161	DB03945
CHEMBL377300	DB11958
CHEMBL1409937	DB15977
CHEMBL2107380	DB15527
CHEMBL2251610	DB15576
CHEMBL1162495	DB03553
CHEMBL30336	DB01516
CHEMBL260046	DB06091
CHEMBL304858	DB02016
CHEMBL525194	DB07164
CHEMBL575448	DB15399
CHEMBL85320	DB08040
CHEMBL185097	DB01858
CHEMBL2104393	DB13389
CHEMBL231095	DB08340
CHEMBL1159650	DB01013
CHEMBL195660	DB07052
CHEMBL1093059	DB12651
CHEMBL1201192	DB06413
CHEMBL2104907	DB13341
CHEMBL2110609	DB13565
CHEMBL293526	DB04971
CHEMBL432481	DB16132
CHEMBL4297336	DB15111
CHEMBL1200649	DB01369
CHEMBL1520	DB00862
CHEMBL1321	DB01168
CHEMBL375951	DB01861
CHEMBL3544911	DB12008
CHEMBL2105634	DB14932
CHEMBL1230607	DB12686
CHEMBL3707447	DB13590
CHEMBL79261	DB16040
CHEMBL3964954	DB16843
CHEMBL1676	DB08906
CHEMBL1368	DB09449
CHEMBL368347	DB12179
CHEMBL1231535	DB02450
CHEMBL411907	DB12601
CHEMBL151663	DB02009
CHEMBL1088749	DB02573
CHEMBL599	DB00814
CHEMBL4297481	DB16058
CHEMBL1725880	DB13311
CHEMBL1243	DB09355
CHEMBL1594	DB01783
CHEMBL4297514	DB12509
CHEMBL3946483	DB14777
CHEMBL485629	DB13029
CHEMBL376180	DB08878
CHEMBL1234355	DB04524
CHEMBL1233569	DB02505
CHEMBL1201784	DB06261
CHEMBL430266	DB02860
CHEMBL451509	DB08855
CHEMBL1235810	DB08511
CHEMBL1443	DB00607
CHEMBL1400561	DB11868
CHEMBL15023	DB13552
CHEMBL3989852	DB15819
CHEMBL427409	DB04808
CHEMBL1321154	DB11458
CHEMBL3833377	DB11248
CHEMBL58	DB01204
CHEMBL3989444	DB13355
CHEMBL494	DB01088
CHEMBL2272031	DB13571
CHEMBL1229211	DB08930
CHEMBL17329	DB16769
CHEMBL1589896	DB08957
CHEMBL14687	DB03175
CHEMBL118722	DB12709
CHEMBL1767164	DB12806
CHEMBL2104605	DB13989
CHEMBL427342	DB11521
CHEMBL356479	DB13516
CHEMBL351706	DB12234
CHEMBL448805	DB01914
CHEMBL3681949	DB14839
CHEMBL53366	DB09262
CHEMBL337450	DB11667
CHEMBL451721	DB06926
CHEMBL537	DB09526
CHEMBL1200555	DB09487
CHEMBL996	DB01331
CHEMBL3301681	DB13227
CHEMBL4303187	DB16869
CHEMBL2103878	DB12585
CHEMBL4297429	DB15302
CHEMBL3410450	DB12165
CHEMBL55624	DB14034
CHEMBL750	DB00909
CHEMBL1233202	DB07870
CHEMBL4291468	DB16028
CHEMBL212218	DB07620
CHEMBL4297297	DB05644
CHEMBL509730	DB08140
CHEMBL3182320	DB13124
CHEMBL70	DB00295
CHEMBL256315	DB08335
CHEMBL4283683	DB13101
CHEMBL1231821	DB13366
CHEMBL189464	DB02101
CHEMBL4439259	DB16834
CHEMBL415879	DB02365
CHEMBL2035185	DB15294
CHEMBL237370	DB07818
CHEMBL571159	DB07300
CHEMBL270164	DB07833
CHEMBL221572	DB03615
CHEMBL1201798	DB00658
CHEMBL23293	DB12681
CHEMBL478	DB12110
CHEMBL9194	DB06199
CHEMBL64545	DB13758
CHEMBL312750	DB16885
CHEMBL3696475	DB11968
CHEMBL4129286	DB14906
CHEMBL1235735	DB08491
CHEMBL1372341	DB15945
CHEMBL207433	DB11883
CHEMBL1213351	DB00647
CHEMBL53418	DB04816
CHEMBL1054	DB01021
CHEMBL182066	DB12260
CHEMBL301327	DB13310
CHEMBL4297307	DB12989
CHEMBL4650328	DB16652
CHEMBL389471	DB13912
CHEMBL429023	DB11457
CHEMBL617	DB00456
CHEMBL923	DB00884
CHEMBL3185236	DB15316
CHEMBL762	DB00935
CHEMBL193676	DB07086
CHEMBL4297311	DB14802
CHEMBL1236582	DB08688
CHEMBL314854	DB08868
CHEMBL172155	DB09182
CHEMBL17289	DB12980
CHEMBL1330588	DB13644
CHEMBL1173	DB03554
CHEMBL202839	DB07121
CHEMBL1454	DB00848
CHEMBL1096380	DB05992
CHEMBL161084	DB09175
CHEMBL45412	DB01935
CHEMBL4802141	DB05616
CHEMBL72	DB01151
CHEMBL20883	DB09256
CHEMBL1997223	DB09180
CHEMBL448700	DB16854
CHEMBL258467	DB07616
CHEMBL24547	DB03605
CHEMBL87543	DB13653
CHEMBL15844	DB04532
CHEMBL177820	DB04462
CHEMBL253376	DB09019
CHEMBL1725	DB09156
CHEMBL4762845	DB17297
CHEMBL1213420	DB09215
CHEMBL1531	DB00294
CHEMBL502620	DB11617
CHEMBL1232461	DB16239
CHEMBL1201345	DB11328
CHEMBL112896	DB03504
CHEMBL411930	DB08035
CHEMBL2106011	DB14652
CHEMBL174	DB00415
CHEMBL161381	DB12753
CHEMBL1771	DB00758
CHEMBL1235084	DB08346
CHEMBL1213447	DB07729
CHEMBL1330	DB06409
CHEMBL1235287	DB04484
CHEMBL4080062	DB16035
CHEMBL190170	DB07871
CHEMBL425181	DB07606
CHEMBL1402684	DB14627
CHEMBL177367	DB11080
CHEMBL3924132	DB15498
CHEMBL186174	DB04037
CHEMBL190	DB00277
CHEMBL278623	DB13074
CHEMBL1237119	DB00374
CHEMBL185	DB00544
CHEMBL190279	DB11371
CHEMBL267431	DB06680
CHEMBL1213467	DB03862
CHEMBL65067	DB14067
CHEMBL1619017	DB09306
CHEMBL574003	DB07917
CHEMBL218006	DB07310
CHEMBL1527608	DB09273
CHEMBL443052	DB09041
CHEMBL4297512	DB12767
CHEMBL1257051	DB14569
CHEMBL4297616	DB15238
CHEMBL1230806	DB02120
CHEMBL82321	DB01976
CHEMBL465183	DB00154
CHEMBL4297280	DB11810
CHEMBL518924	DB05501
CHEMBL442565	DB15573
CHEMBL1200691	DB13996
CHEMBL1236703	DB08729
CHEMBL857	DB00121
CHEMBL1201365	DB14208
CHEMBL78455	DB01678
CHEMBL495072	DB06914
CHEMBL1200342	DB14657
CHEMBL4297405	DB15013
CHEMBL2104521	DB13709
CHEMBL4116008	DB15499
CHEMBL1742420	DB06248
CHEMBL644	DB00726
CHEMBL457748	DB15137
CHEMBL451666	DB03707
CHEMBL1043	DB00250
CHEMBL4562140	DB16822
CHEMBL99447	DB08397
CHEMBL539906	DB08777
CHEMBL4297274	DB13098
CHEMBL1951575	DB12272
CHEMBL14249	DB00171
CHEMBL1182	DB06756
CHEMBL1644	DB01140
CHEMBL329985	DB01958
CHEMBL1102	DB01437
CHEMBL607400	DB05541
CHEMBL1276342	DB09062
CHEMBL1237132	DB04920
CHEMBL4745578	DB12664
CHEMBL572	DB00698
CHEMBL391640	DB07211
CHEMBL4802155	DB16446
CHEMBL2105804	DB04852
CHEMBL77517	DB06370
CHEMBL411	DB00255
CHEMBL267719	DB13577
CHEMBL1235491	DB04205
CHEMBL46085	DB07597
CHEMBL4746356	DB09170
CHEMBL1443577	DB11461
CHEMBL1407356	DB13363
CHEMBL2110585	DB05460
CHEMBL716	DB01224
CHEMBL259126	DB01455
CHEMBL155572	DB14855
CHEMBL1451116	DB13813
CHEMBL322241	DB12178
CHEMBL2087003	DB12338
CHEMBL2105619	DB01522
CHEMBL462228	DB08055
CHEMBL4760607	DB05025
CHEMBL3622820	DB12154
CHEMBL362558	DB11913
CHEMBL77961	DB02258
CHEMBL355048	DB03388
CHEMBL284104	DB04267
CHEMBL178090	DB07621
CHEMBL2105720	DB11560
CHEMBL3707351	DB11704
CHEMBL2104254	DB01505
CHEMBL435298	DB16159
CHEMBL1908364	DB08997
CHEMBL70971	DB13009
CHEMBL3989949	DB06119
CHEMBL2105747	DB12203
CHEMBL191632	DB02297
CHEMBL278703	DB07933
CHEMBL2107372	DB15384
CHEMBL2403108	DB09063
CHEMBL4080228	DB14799
CHEMBL444422	DB02141
CHEMBL1908841	DB11596
CHEMBL1076347	DB11155
CHEMBL303933	DB13941
CHEMBL782	DB01124
CHEMBL492513	DB06949
CHEMBL65794	DB13682
CHEMBL440283	DB01524
CHEMBL269538	DB07919
CHEMBL4297625	DB15048
CHEMBL485835	DB07717
CHEMBL403989	DB05075
CHEMBL2104114	DB13071
CHEMBL1235818	DB08514
CHEMBL127214	DB04547
CHEMBL313006	DB12181
CHEMBL1619	DB00242
CHEMBL2105291	DB14679
CHEMBL69330	DB07780
CHEMBL1232997	DB02458
CHEMBL2106372	DB13741
CHEMBL365100	DB16164
CHEMBL3039513	DB12566
CHEMBL2103884	DB11991
CHEMBL112570	DB04540
CHEMBL259223	DB12148
CHEMBL515774	DB07937
CHEMBL2107725	DB05038
CHEMBL253608	DB08697
CHEMBL272690	DB03663
CHEMBL3545291	DB11867
CHEMBL1201197	DB09335
CHEMBL431210	DB04368
CHEMBL502	DB00843
CHEMBL188865	DB07967
CHEMBL1141	DB06715
CHEMBL1075788	DB13240
CHEMBL83088	DB03369
CHEMBL117	DB15581
CHEMBL1160563	DB04510
CHEMBL230011	DB05552
CHEMBL3950712	DB12853
CHEMBL230347	DB08354
CHEMBL2106004	DB14654
CHEMBL258202	DB06991
CHEMBL1234133	DB08145
CHEMBL1473700	DB15946
CHEMBL398440	DB11121
CHEMBL1200712	DB09361
CHEMBL481854	DB14037
CHEMBL1365675	DB11373
CHEMBL1742483	DB13105
CHEMBL1170047	DB13877
CHEMBL3186049	DB15948
CHEMBL4297353	DB12724
CHEMBL1743	DB01066
CHEMBL2104340	DB13776
CHEMBL1879463	DB11651
CHEMBL6995	DB01297
CHEMBL1163086	DB02510
CHEMBL446452	DB11875
